# Time-averaged data for fix avborn
# TimeStep c_born[1] c_born[2] c_born[3] c_born[4] c_born[5] c_born[6] c_born[7] c_born[8] c_born[9] c_born[10] c_born[11] c_born[12] c_born[13] c_born[14] c_born[15] c_born[16] c_born[17] c_born[18] c_born[19] c_born[20] c_born[21]
113200 299486 309265 141744 493098 451702 196965 -74690.6 82125.1 101824 -6048.4 3041.2 87256.8 -111730 3753.7 -5801.06 -6808.32 -1996.54 -1467.06 -12728.6 -1006.94 79862.7
113300 299507 309294 141744 493165 451763 196986 -74712.8 82126.4 101826 -5973.37 3052.71 87255.7 -111714 3683.73 -5812.08 -6803.17 -1994.81 -1465.17 -12718.8 -1054.16 79900.8
113400 299490 309326 141711 493209 451777 196991 -74746.6 82113 101847 -5929.52 3079.11 87251.4 -111749 3640.36 -5828.96 -6771.51 -2016.63 -1430.03 -12723.3 -1097.25 79914.2
113500 299493 309299 141713 493254 451778 196995 -74751.9 82114.4 101857 -5931.38 3062.9 87251 -111761 3617.59 -5805.91 -6766.51 -2025.98 -1429.34 -12700.8 -1146.66 79914.7
113600 299482 309297 141713 493248 451747 196987 -74741 82114.1 101864 -5974.07 3031.15 87254.6 -111766 3621.02 -5782.63 -6777.11 -2042.56 -1430.76 -12699.7 -1215.56 79890.8
113700 299498 309261 141714 493276 451774 196993 -74751.9 82114.5 101879 -5977.24 3023.49 87253.6 -111783 3612.61 -5777.63 -6776.5 -2044.03 -1433.41 -12702.6 -1256.53 79869.6
113800 299517 309295 141714 493328 451780 196996 -74777.4 82110.1 101904 -5977.17 3018.07 87252 -111841 3611.1 -5783.93 -6779.81 -2058.13 -1438.68 -12763.4 -1301.29 79844.4
113900 299535 309311 141716 493306 451780 196976 -74790.3 82113.2 101897 -5985.81 3017.49 87251.4 -111847 3625.6 -5785.99 -6774.25 -2060.89 -1439.36 -12786.9 -1295.71 79828.9
114000 299532 309309 141716 493334 451769 196981 -74787.5 82112.5 101894 -5980.3 3028.31 87251.4 -111852 3638.1 -5791.86 -6777.44 -2048.2 -1435.39 -12765.2 -1231.54 79830.6
114100 299502 309325 141715 493439 451736 196977 -74827.3 82101.2 101928 -5951.65 3022.25 87258.4 -111897 3631.25 -5824.45 -6784.71 -2035.75 -1434.66 -12750.5 -1177.78 79820.2
114200 299495 309348 141720 493528 451703 196982 -74829.1 82097.9 101957 -5944.45 3031.21 87267.4 -111951 3638.72 -5836.35 -6795.89 -2028.35 -1437.69 -12749.1 -1116.48 79780.3
114300 299500 309360 141722 493571 451700 196988 -74833.5 82096.4 101978 -5940.58 3035.63 87273.1 -111995 3646.64 -5842.04 -6813.31 -2025.82 -1440.71 -12741.2 -1073.24 79751.5
114400 299492 309363 141721 493650 451693 197015 -74835.2 82092.2 102010 -5941.43 3032.23 87270.2 -112036 3653.97 -5851.59 -6817.38 -2024.86 -1442.87 -12759.5 -1057.78 79732.1
114500 299502 309369 141722 493707 451709 197023 -74845.2 82088.7 102024 -5941.77 3030.81 87273.9 -112065 3657.83 -5836.9 -6824.95 -2016.29 -1436.2 -12716.3 -1040.73 79709.3
114600 299517 309387 141724 493710 451712 197005 -74856.3 82090.9 102024 -5960.71 3026.61 87277 -112079 3674.96 -5825.44 -6823.36 -2013.07 -1434.06 -12680.6 -1024.77 79686.8
114700 299531 309404 141725 493757 451730 197021 -74866.3 82094 102037 -5980.64 3015.95 87275.5 -112093 3696.71 -5804.38 -6822.07 -2014.15 -1433.64 -12633.4 -1020.19 79685.6
114800 299528 309406 141723 493765 451720 197027 -74866 82094.2 102040 -5948.82 3014.45 87270.2 -112085 3677.25 -5801.66 -6818.42 -2015.9 -1432.79 -12603.4 -1012.57 79706.9
114900 299493 309385 141723 493787 451652 197029 -74834.4 82092.9 102028 -5952.58 3013.75 87273 -112083 3673.9 -5798.34 -6816.48 -2021.35 -1433.16 -12584 -1013.79 79696.6
115000 299455 309359 141711 493776 451586 197016 -74826.4 82078.4 102009 -5965.6 2998.62 87267.7 -112089 3669.07 -5807.24 -6831.64 -2027.79 -1445.87 -12585.6 -993.642 79659.2
115100 299419 309346 141711 493778 451525 197022 -74801.9 82076.1 101990 -5960.11 3021.72 87268.7 -112049 3652.74 -5851.58 -6827.99 -2027.38 -1447.52 -12662.8 -1020.97 79666.7
115200 299386 309330 141710 493792 451453 197026 -74778 82072.1 101979 -5937.69 3044.38 87270 -112041 3638.82 -5875.33 -6833.56 -2016.85 -1447.4 -12702.9 -1016.02 79664
115300 299366 309303 141710 493761 451422 197027 -74754.7 82073.3 101945 -5975.96 3039.32 87269.5 -111986 3662.64 -5871.02 -6819.58 -2024.46 -1450.57 -12723 -1028.82 79701.1
115400 299365 309289 141711 493748 451458 197042 -74744.5 82076.7 101917 -6008.98 3030.64 87268.3 -111941 3685.74 -5869.67 -6810.82 -2037.84 -1457.47 -12753.7 -1064.02 79751
115500 299353 309244 141712 493748 451462 197054 -74739.4 82080.7 101913 -6022.94 3015.83 87261.9 -111916 3695.46 -5853.56 -6796.93 -2047.34 -1462.98 -12766.3 -1102.58 79784
115600 299348 309230 141711 493735 451451 197062 -74729.9 82082.3 101897 -6009.58 3021.15 87259 -111880 3693.61 -5858.63 -6787.33 -2043.47 -1464.11 -12812.2 -1135.41 79828.9
115700 299334 309219 141712 493740 451417 197055 -74715.6 82081.8 101891 -5969.19 3036.7 87260.4 -111878 3676.08 -5869.39 -6796.46 -2029 -1467.64 -12836.6 -1113.72 79815.7
115800 299318 309213 141712 493763 451391 197055 -74704.9 82076.1 101891 -5933.06 3062.23 87261.9 -111880 3657.95 -5892.86 -6794.48 -2026.04 -1463.69 -12845.6 -1062.43 79804.2
115900 299320 309233 141712 493836 451376 197071 -74710.5 82073 101921 -5905.65 3090.38 87262 -111925 3651.94 -5920.37 -6798.29 -2025.91 -1460.06 -12855.6 -1000.06 79787.4
116000 299330 309240 141713 493861 451395 197100 -74709.1 82080.4 101915 -5889.69 3116.1 87260.7 -111923 3659.83 -5954.34 -6795.89 -2014.47 -1464.51 -12891.8 -933.832 79792.9
116100 299316 309245 141714 493938 451387 197132 -74700 82079.5 101917 -5885.24 3139.24 87265.3 -111928 3674.38 -5975.82 -6789.83 -2001.73 -1465.09 -12901.4 -847.615 79808
116200 299326 309266 141714 494015 451431 197155 -74719 82078.6 101935 -5821.99 3160.94 87261.4 -111945 3643.9 -5989.26 -6782.73 -1994.64 -1460.68 -12897.7 -818.039 79844.2
116300 299300 309250 141712 494016 451479 197181 -74713.5 82080.3 101913 -5744.44 3187.34 87255.1 -111889 3590.56 -6013.62 -6758.76 -1984.39 -1459.56 -12940.3 -831.665 79894.7
116400 299299 309244 141711 493994 451506 197196 -74706.1 82080 101878 -5689.17 3195.08 87254.5 -111809 3541.07 -6029.21 -6739.51 -1977.37 -1466.29 -12964 -867.597 79945
116500 299316 309241 141710 493990 451580 197219 -74709.3 82084.2 101847 -5626.02 3211.47 87250.1 -111737 3480.59 -6054.02 -6721.74 -1971.43 -1465.58 -13007.6 -922.327 80018
116600 299314 309234 141712 493936 451606 197224 -74705.5 82088.6 101824 -5608.39 3212.13 87245.1 -111706 3459.61 -6055.61 -6711.98 -1975.42 -1470.72 -13033.1 -946.391 80046.2
116700 299318 309220 141688 493876 451636 197223 -74702.5 82097.4 101800 -5641.27 3211.97 87224.2 -111687 3491.26 -6065.62 -6724.8 -1978.09 -1476.42 -13066.2 -927.177 80077.3
116800 299310 309219 141689 493897 451622 197228 -74696.5 82098.4 101795 -5654.22 3210.07 87221.9 -111683 3500.81 -6069.56 -6721.85 -1982.69 -1475.86 -13065.6 -914.751 80090.8
116900 299294 309197 141690 493928 451590 197250 -74677.5 82099.5 101793 -5674.02 3199.31 87220.1 -111672 3513.49 -6061.87 -6714.71 -1984.12 -1475.52 -13042.7 -906.033 80107.6
117000 299282 309190 141688 493940 451567 197253 -74666.7 82096.9 101787 -5647.27 3196.87 87220.2 -111669 3494.28 -6057.34 -6715.16 -1974.69 -1474.34 -13029.4 -926.653 80105.9
117100 299318 309201 141691 493918 451581 197234 -74681 82103.8 101804 -5617.68 3195.55 87220.3 -111704 3480.33 -6046.88 -6725.54 -1964.33 -1472.84 -13006.4 -924.705 80069.1
117200 299324 309206 141693 493925 451526 197205 -74682.8 82098.3 101827 -5566.51 3195.78 87228.1 -111761 3445.11 -6037.81 -6751.5 -1959.96 -1471 -12969.9 -935.484 80004.5
117300 299273 309204 141696 493921 451455 197165 -74718.6 82090.8 101806 -5472.52 3222.07 87238.3 -111798 3395.14 -6008.23 -6768.71 -1959.82 -1460.87 -12883.4 -955.79 79952.5
117400 299232 309182 141662 493899 451384 197158 -74690.6 82082.1 101797 -5416.59 3231.43 87237.2 -111805 3356.61 -6021.82 -6779.51 -1945.43 -1459.57 -12857.7 -939.089 79920.3
117500 299179 309137 141661 493814 451307 197115 -74673.4 82082.4 101769 -5360.18 3230.05 87238.5 -111759 3318.22 -6060.5 -6769.55 -1939.87 -1458.79 -12852.7 -944.693 79914.3
117600 299138 309105 141663 493762 451265 197080 -74678 82079.2 101735 -5327.12 3253.55 87243.4 -111707 3295.46 -6038.84 -6765.41 -1932.77 -1456.24 -12838.8 -912.584 79909.8
117700 299149 309119 141665 493755 451245 197065 -74685.7 82072.4 101731 -5290.02 3259.29 87251.6 -111688 3265.03 -6040.41 -6764.1 -1932.18 -1456.41 -12845 -937.373 79931.7
117800 299179 309142 141669 493771 451300 197066 -74709 82072.8 101734 -5287.65 3257.46 87254 -111688 3260.66 -6037.7 -6764.27 -1934.37 -1457.23 -12847.3 -937.358 79955.7
117900 299189 309151 141668 493793 451294 197079 -74716.5 82074.1 101741 -5246.31 3259.8 87251.9 -111680 3214.26 -6049.22 -6752.07 -1935.11 -1458.27 -12857 -981.266 79976.6
118000 299197 309179 141667 493848 451376 197103 -74746.1 82070.7 101764 -5285.94 3248.44 87251.7 -111697 3231.43 -6042.73 -6746.94 -1944.12 -1459.46 -12859 -1027.84 79993.2
118100 299225 309215 141665 493880 451398 197108 -74772.1 82068 101790 -5312.1 3231.52 87254 -111734 3232.98 -6033.21 -6753.69 -1949.65 -1460.36 -12856.4 -1090.34 79976.4
118200 299251 309248 141669 493959 451478 197131 -74797.2 82069.3 101808 -5341.64 3222.33 87254.3 -111774 3243.65 -6020.07 -6757.39 -1955.02 -1462.37 -12868.8 -1165.22 79978.8
118300 299258 309268 141668 494020 451536 197150 -74807.6 82070.5 101802 -5393.5 3208.38 87253 -111769 3274.6 -6002.77 -6753.7 -1971.17 -1464.18 -12871.3 -1235.42 79993.1
118400 299295 309284 141669 494094 451655 197208 -74827.8 82076.4 101797 -5435.07 3211.04 87247.6 -111729 3295.14 -6013.5 -6740.74 -1978.5 -1468.39 -12904.3 -1250.33 80060.8
118500 299297 309270 141670 494161 451699 197215 -74854.7 82076.4 101811 -5456.88 3197.55 87248.5 -111722 3314.68 -6042.21 -6739.97 -1978.37 -1468.35 -12931.3 -1260.88 80088.6
118600 299286 309268 141670 494281 451689 197265 -74844.3 82075.8 101824 -5497.67 3191.74 87248 -111722 3348.96 -6033.7 -6737.98 -1975.26 -1469.37 -12946 -1235.49 80100.3
118700 299260 309265 141669 494322 451640 197287 -74829.3 82072.7 101817 -5541.76 3199.9 87247.3 -111699 3390.19 -6043.36 -6729.09 -1978.89 -1470.22 -12983.4 -1208.11 80119.7
118800 299266 309273 141672 494341 451648 197305 -74831.2 82076.2 101825 -5538.85 3209.77 87245 -111697 3393.74 -6062.67 -6721.61 -1970.26 -1467.95 -12994.7 -1175.19 80131.5
118900 299248 309249 141675 494320 451605 197303 -74806.8 82079.7 101798 -5523.57 3228.76 87244.5 -111655 3395.59 -6087.2 -6718.33 -1959.82 -1472.2 -13040.5 -1143.68 80148.7
119000 299247 309258 141679 494334 451621 197326 -74805.2 82081.5 101778 -5492.83 3236.76 87244.7 -111628 3379.59 -6096.55 -6714.06 -1956.28 -1473.9 -13040.8 -1139.02 80179.3
119100 299256 309276 141679 494367 451639 197357 -74812.7 82080 101768 -5464.7 3231.46 87246.6 -111607 3348.86 -6090.82 -6707.68 -1964.05 -1475.98 -13033.8 -1173.77 80215.3
119200 299281 309278 141682 494363 451656 197367 -74821.4 82084.1 101734 -5444.53 3240.08 87246.2 -111555 3322.49 -6106.58 -6697.95 -1974.12 -1480.48 -13068.8 -1221.04 80241.5
119300 299303 309288 141682 494354 451660 197374 -74835.2 82089.5 101711 -5424.61 3243.56 87240.9 -111526 3295.77 -6106.7 -6689.43 -1981.55 -1482.89 -13066.3 -1265.75 80250.8
119400 299313 309312 141683 494383 451649 197383 -74850.4 82085.2 101724 -5419.18 3253.1 87242.9 -111557 3299.05 -6107.15 -6703.38 -1978.01 -1481.33 -13059.3 -1245.86 80252
119500 299343 309330 141686 494419 451661 197387 -74863 82085.8 101745 -5427.74 3259.68 87248.6 -111582 3303.9 -6126.05 -6711.09 -1980.74 -1482.87 -13088.3 -1241.2 80230.7
119600 299375 309356 141687 494460 451652 197401 -74879.3 82084.7 101769 -5468.1 3256.82 87253.6 -111618 3317.48 -6131.25 -6718.37 -1981.93 -1480.73 -13117.1 -1252.4 80217.2
119700 299366 309381 141686 494545 451602 197431 -74883.8 82076.4 101801 -5474.92 3267.27 87259 -111659 3324.6 -6125.17 -6720.7 -1975.49 -1471.52 -13104.7 -1230.67 80203
119800 299348 309351 141667 494556 451567 197411 -74905 82069.3 101812 -5479.63 3291.06 87241.4 -111701 3348.97 -6091.57 -6741 -1968.81 -1461.55 -13081.1 -1192.51 80174.9
119900 299357 309354 141669 494556 451540 197412 -74904.4 82072.3 101811 -5433.76 3301.58 87243 -111689 3330.84 -6100.75 -6731.18 -1952.85 -1459.05 -13073 -1160.85 80165.3
120000 299330 309339 141673 494501 451462 197392 -74877.8 82071.9 101804 -5428.42 3302.69 87249.6 -111695 3325.78 -6106.28 -6740.99 -1952.21 -1458.66 -13083.4 -1155.48 80131.8
120100 299318 309327 141673 494459 451411 197377 -74865.7 82071.8 101802 -5439.22 3284.22 87247.6 -111703 3328.38 -6078.27 -6742.2 -1957.94 -1456.99 -13058.4 -1166.55 80114
120200 299307 309329 141657 494443 451395 197383 -74856.2 82055.6 101791 -5376.34 3282.14 87251 -111693 3287.38 -6066.94 -6744.66 -1936.87 -1454.56 -13025.5 -1199.32 80133.8
120300 299287 309309 141643 494379 451373 197362 -74839.2 82046.5 101778 -5296.87 3273.59 87248.9 -111642 3248.3 -6071.13 -6714.27 -1909.92 -1475.55 -13036.6 -1202.62 80173.4
120400 299276 309289 141644 494366 451338 197369 -74820.1 82047.8 101760 -5254.7 3292.05 87250.7 -111611 3221.51 -6080.12 -6706.53 -1905.19 -1473.22 -13027.6 -1184.94 80189.8
120500 299254 309260 141642 494321 451329 197381 -74792.3 82050 101735 -5241.49 3287.8 87247.8 -111561 3214.59 -6074.93 -6692.74 -1904.91 -1473.18 -12999.3 -1161.56 80228.3
120600 299248 309249 141644 494340 451339 197406 -74779.3 82053.5 101716 -5210.31 3286.87 87248.1 -111523 3180.62 -6079.32 -6682.63 -1906.23 -1470.53 -12991.7 -1201.26 80266
120700 299256 309259 141646 494319 451372 197412 -74782.2 82055.8 101703 -5227.2 3279.93 87250.1 -111503 3187.19 -6075.42 -6673.16 -1910.3 -1467.82 -12970.5 -1206.93 80287.6
120800 299242 309273 141648 494348 451347 197412 -74781.8 82052.8 101721 -5217.79 3263.94 87253.6 -111538 3170.18 -6045.64 -6676.05 -1915.65 -1464.49 -12899.8 -1245.02 80256
120900 299265 309281 141647 494326 451405 197407 -74797.8 82054.2 101734 -5259.13 3257.95 87250.1 -111554 3201.62 -6038.94 -6675.11 -1927.53 -1467.72 -12881.5 -1237.69 80256.2
121000 299302 309308 141650 494338 451452 197391 -74828 82050 101760 -5227.27 3247.77 87256.3 -111592 3157.3 -6033.11 -6688.05 -1933.6 -1468.79 -12851.4 -1274.87 80233.8
121100 299320 309326 141652 494376 451468 197386 -74843.1 82051.2 101780 -5192.09 3233.66 87257.4 -111622 3114.63 -6000.86 -6697.18 -1942.3 -1463.46 -12784.1 -1339.07 80208
121200 299321 309336 141653 494437 451457 197383 -74845.3 82048.9 101812 -5192.17 3223.06 87261.4 -111656 3096.16 -5993.87 -6702.29 -1951.59 -1468.33 -12796.6 -1404.75 80182.3
121300 299292 309328 141658 494433 451395 197368 -74827.7 82046.6 101816 -5204.52 3200.4 87265.3 -111659 3083.08 -5964.63 -6701.3 -1970.84 -1472.45 -12786.4 -1480.35 80164.5
121400 299288 309335 141659 494451 451385 197366 -74824.6 82049.1 101835 -5261.26 3181.54 87264.8 -111689 3106.8 -5943.26 -6699.02 -1995.96 -1477.74 -12770 -1531.5 80145
121500 299296 309342 141628 494386 451355 197337 -74824.8 82045.9 101844 -5275.12 3162.67 87263 -111724 3107.56 -5925.32 -6708.86 -2001.65 -1474.88 -12755.4 -1568.68 80106.4
121600 299302 309363 141628 494387 451335 197317 -74834.6 82043.2 101872 -5267.01 3135.01 87267.8 -111772 3084.6 -5881.79 -6723.12 -2007.75 -1467.87 -12692.3 -1623.91 80076.2
121700 299296 309350 141630 494364 451321 197301 -74827.2 82047.5 101864 -5258.55 3115.14 87262.9 -111766 3057.2 -5858.97 -6722.66 -2017.09 -1469.07 -12664.1 -1696.78 80070.7
121800 299291 309343 141612 494372 451307 197306 -74830.8 82046.6 101886 -5245.82 3095.14 87240.6 -111823 3035.54 -5825.24 -6737.54 -2016.42 -1468.81 -12611.5 -1740.14 80046.6
121900 299294 309350 141615 494418 451295 197318 -74829.5 82049.2 101909 -5221.21 3081.32 87243 -111861 3015.73 -5812.81 -6733.67 -2024.53 -1473.86 -12614 -1783.74 80021.8
122000 299319 309374 141614 494449 451309 197306 -74851.4 82045.9 101942 -5181.21 3080.27 87243.5 -111912 2970.64 -5821.47 -6735.75 -2034.31 -1480.36 -12633.2 -1842.38 79994.2
122100 299322 309386 141613 494451 451289 197286 -74858.1 82043.1 101963 -5160.46 3072.28 87245 -111946 2944.59 -5810.53 -6740.58 -2036.18 -1481.63 -12620.4 -1855.8 79974.4
122200 299325 309378 141614 494398 451293 197272 -74853.2 82047 101960 -5128.82 3069.8 87243.1 -111945 2924.2 -5804.77 -6740.39 -2030.45 -1477.72 -12606.7 -1865.57 79982.5
122300 299336 309383 141615 494366 451320 197264 -74855.5 82052.2 101954 -5081.31 3080.5 87240.3 -111941 2891.79 -5820.99 -6740.63 -2025.96 -1475.23 -12617.4 -1859.79 79991.8
122400 299346 309396 141613 494330 451358 197259 -74866.2 82053.5 101948 -5005.04 3091.4 87234.9 -111933 2846.83 -5824.24 -6732.06 -2011.75 -1469.54 -12595.2 -1818.41 80016.9
122500 299376 309416 141612 494350 451431 197266 -74889.9 82053.4 101960 -4932.5 3102.21 87232.8 -111941 2791.12 -5840.64 -6726.55 -2012.08 -1471.66 -12599.4 -1820.52 80030.7
122600 299406 309448 141615 494398 451495 197266 -74918.1 82054.5 101993 -4908.09 3092.97 87234.8 -111985 2773.28 -5820.36 -6740.22 -2010.74 -1466.17 -12543.6 -1815.31 80002
122700 299420 309456 141613 494396 451518 197281 -74930.3 82054.9 101995 -4888.75 3115.35 87230.2 -111983 2763.93 -5841.58 -6738.15 -2005.79 -1464.16 -12548.5 -1777.43 80024.6
122800 299436 309452 141612 494403 451561 197298 -74938.8 82058.1 101988 -4842.62 3121 87222.8 -111971 2740.17 -5838.84 -6734.84 -2001.43 -1461.08 -12524.4 -1746.02 80052.4
122900 299438 309456 141612 494371 451591 197298 -74940.7 82063.3 101974 -4808.36 3135.2 87217.6 -111951 2724.07 -5853.05 -6724.34 -1998.56 -1460.26 -12524.7 -1726.43 80063.1
123000 299440 309467 141613 494405 451636 197327 -74942.5 82062.7 101975 -4773.06 3130.16 87221.1 -111938 2686.07 -5845.8 -6722.94 -1998.44 -1458.76 -12526 -1788.79 80098.5
123100 299439 309488 141614 494450 451748 197359 -74964.2 82066.1 101964 -4772.43 3111.61 87215.7 -111904 2678.97 -5813.05 -6711.9 -2000.63 -1455.11 -12472.4 -1807.47 80155.5
123200 299462 309494 141613 494422 451789 197361 -74974.2 82066.6 101962 -4788.83 3100.2 87214.7 -111891 2681 -5806.3 -6710.37 -2003.26 -1459.47 -12466.8 -1821.08 80180
123300 299496 309501 141616 494360 451871 197358 -74986.3 82072.1 101932 -4779.69 3101.35 87214 -111838 2675.79 -5798.93 -6705.09 -1998.55 -1459.87 -12436.4 -1806.24 80224.6
123400 299508 309484 141616 494274 451900 197343 -74982 82078.7 101907 -4755.57 3103.55 87207.9 -111796 2662.95 -5802.74 -6696.86 -1996.04 -1461.72 -12430.2 -1811.84 80242.9
123500 299518 309468 141615 494187 451924 197324 -74978.4 82078.6 101870 -4738.53 3105.87 87205.9 -111742 2668.87 -5801.22 -6687.75 -1982.41 -1457.76 -12405.4 -1762.28 80273.5
123600 299508 309420 141614 494182 451873 197308 -74967.3 82073.5 101871 -4739.04 3106.47 87209.3 -111737 2682.04 -5797.35 -6693.31 -1979.6 -1453.4 -12371.6 -1710.69 80263.1
123700 299519 309428 141615 494153 451848 197288 -74972 82071.9 101878 -4718.03 3102.37 87211.1 -111767 2670.46 -5787.41 -6699.92 -1974.9 -1450.69 -12337.3 -1685.51 80240.6
123800 299517 309406 141616 494101 451784 197267 -74957 82073.4 101855 -4751.12 3102.27 87213.7 -111738 2703.47 -5782.82 -6700.2 -1972.1 -1447.36 -12325.9 -1637.45 80235.4
123900 299484 309381 141618 494070 451685 197263 -74924.4 82070.5 101834 -4753.14 3101.07 87220.4 -111707 2716.62 -5767.96 -6698.01 -1967.99 -1439.46 -12277 -1589.61 80238.6
124000 299482 309372 141620 494027 451669 197252 -74916.5 82072.8 101819 -4763.51 3108.39 87221.9 -111689 2728.87 -5763.24 -6698.88 -1960.68 -1436.19 -12256.5 -1565.65 80237.9
124100 299482 309369 141620 493992 451689 197254 -74916.4 82076.4 101804 -4753.05 3126.16 87216.4 -111672 2724.45 -5783.11 -6695.81 -1959.68 -1438.82 -12270.9 -1546.53 80253
124200 299477 309357 141621 493956 451687 197246 -74903.1 82082 101802 -4739.2 3144.53 87212.3 -111667 2734.7 -5804.39 -6691.16 -1951.82 -1437.75 -12306.9 -1511.1 80254.5
124300 299455 309340 141625 493901 451637 197224 -74881.7 82083.6 101785 -4754.86 3151.96 87215.1 -111646 2751.16 -5828.79 -6692.48 -1954.52 -1441.98 -12377.5 -1516.43 80233.9
124400 299417 309326 141627 493928 451573 197229 -74857.1 82077.9 101783 -4765.22 3150.29 87219.8 -111642 2762.17 -5838.33 -6688.1 -1955.86 -1442.88 -12405.6 -1524.18 80226.5
124500 299392 309292 141612 493909 451526 197228 -74834.6 82078.8 101784 -4808.74 3150.08 87202.3 -111685 2798.39 -5851.04 -6710.89 -1962.53 -1444.45 -12446.1 -1506.48 80194.8
124600 299381 309292 141615 493924 451450 197204 -74826 82073.9 101809 -4838.74 3148.22 87211 -111743 2822.44 -5856.14 -6730.31 -1963.86 -1449.76 -12480.1 -1507.07 80133.7
124700 299386 309312 141618 493938 451412 197178 -74835.7 82067.4 101842 -4856.88 3136.26 87220.3 -111798 2824.93 -5842.82 -6743.45 -1970.07 -1453.17 -12486.9 -1532.07 80089
124800 299378 309321 141621 493946 451343 197157 -74829.8 82061.6 101859 -4883.73 3123.58 87229.5 -111840 2829.33 -5828.84 -6765.19 -1975.69 -1453.78 -12494.2 -1571.53 80028.8
124900 299367 309343 141620 494003 451312 197170 -74830.2 82060.4 101880 -4918.91 3107.22 87230.1 -111882 2839.9 -5815.84 -6772.27 -1981.4 -1454.84 -12488.8 -1607.16 80004.9
125000 299372 309343 141622 494039 451324 197185 -74833 82063.5 101897 -4967 3100.51 87226.3 -111898 2867.19 -5814.29 -6765.59 -1995.5 -1462.78 -12514.9 -1628.24 80005.4
125100 299377 309345 141624 494048 451307 197174 -74834.5 82063.2 101914 -4986.81 3090.4 87227.4 -111936 2875.32 -5808.87 -6773.89 -2003.26 -1468.92 -12524.1 -1657.28 79972
125200 299378 309346 141625 494060 451335 197168 -74832.2 82062 101914 -4955.04 3090.92 87229.8 -111953 2828.61 -5806.62 -6783.96 -2008.4 -1466.86 -12518.9 -1720.13 79942.8
125300 299395 309347 141626 494058 451379 197180 -74835 82070.8 101922 -4953.62 3092.91 87224.2 -111949 2814.03 -5811.35 -6779.97 -2013.26 -1466.71 -12536 -1768.72 79944.3
125400 299386 309336 141625 494026 451354 197182 -74824.8 82067.8 101902 -4981.86 3092.93 87225.8 -111910 2844.78 -5820.41 -6769.32 -2012.18 -1470.61 -12575.1 -1760.73 79956.2
125500 299374 309320 141627 493989 451351 197173 -74811.9 82067 101871 -4967.36 3089.03 87226.7 -111864 2828.95 -5825.23 -6755.92 -2010.25 -1469.74 -12583.2 -1785.94 79982.6
125600 299351 309287 141629 493956 451325 197173 -74783.9 82071 101834 -4965.55 3092.28 87224.6 -111805 2825.55 -5833.5 -6741.52 -2013.42 -1473.51 -12597 -1785.73 80006.4
125700 299335 309256 141633 493940 451299 197177 -74755.9 82078.5 101806 -4979.45 3092.09 87222.4 -111751 2836.23 -5830.34 -6725.26 -2016.96 -1475.44 -12589.6 -1763.13 80030.7
125800 299309 309234 141609 493927 451261 197195 -74728.3 82072.7 101792 -4945.17 3096.22 87219.5 -111708 2809.78 -5825.11 -6714.21 -2032.28 -1474.62 -12570.1 -1757.45 80056.8
125900 299287 309202 141610 493844 451230 197166 -74703.2 82075.5 101768 -4951.21 3096.67 87215.6 -111673 2827.27 -5824.06 -6706.2 -2019.33 -1471.59 -12556.7 -1710.3 80057.7
126000 299259 309188 141609 493825 451189 197171 -74679.5 82076.3 101753 -4938.66 3094.35 87215 -111651 2820.11 -5819.22 -6699.22 -2014.33 -1467.46 -12518.3 -1682.62 80066.7
126100 299254 309182 141611 493807 451189 197166 -74669.8 82078.4 101744 -4879.68 3100.07 87216.5 -111639 2773.65 -5816.73 -6697.32 -2014.22 -1461.6 -12464.9 -1681.75 80075.4
126200 299246 309134 141613 493769 451201 197166 -74655.4 82088.7 101722 -4847.42 3101.12 87208.6 -111574 2745.5 -5836.32 -6690.11 -2012.01 -1457.59 -12420.7 -1665.08 80108.8
126300 299214 309097 141615 493750 451182 197194 -74621.2 82090 101693 -4800.06 3110.88 87206.6 -111521 2708.28 -5846.39 -6686.73 -2005.51 -1456 -12429.6 -1675.41 80147.2
126400 299195 309074 141617 493742 451167 197218 -74597.6 82094.8 101667 -4784.22 3120.22 87204.5 -111459 2693.83 -5853.39 -6666.66 -2003.18 -1455.2 -12439.1 -1670.48 80192.3
126500 299176 309059 141618 493731 451140 197233 -74573.4 82097.5 101652 -4732.59 3141.81 87203.7 -111430 2659.06 -5888.86 -6655.66 -1999.11 -1461.59 -12497.3 -1662.67 80196.5
126600 299183 309064 141618 493726 451168 197238 -74574.5 82099.5 101639 -4687.91 3152.03 87204.1 -111408 2631.97 -5898.37 -6653.47 -1991.55 -1461.81 -12510.6 -1661.51 80217.8
126700 299149 309044 141618 493767 451115 197266 -74548.4 82093.7 101625 -4693.96 3162.55 87207.3 -111373 2645.99 -5904.61 -6642.23 -1984.19 -1458.91 -12501.5 -1613.9 80235.1
126800 299118 309033 141620 493788 451048 197261 -74528.8 82087.9 101628 -4718.26 3163.34 87213.6 -111381 2678.06 -5916.82 -6649.52 -1985.58 -1466.51 -12523.4 -1572.81 80217.8
126900 299114 308995 141624 493785 451014 197244 -74525 82086.6 101639 -4736.05 3159.67 87220.2 -111404 2691.88 -5920 -6663.74 -1993.96 -1466.2 -12511.5 -1567.91 80190.9
127000 299083 308990 141623 493738 450946 197203 -74522.8 82082.3 101655 -4734.04 3191.81 87223.1 -111428 2721.63 -5918.56 -6672.66 -1991.24 -1463.19 -12510.6 -1537.32 80147.3
