# Dipole correlation
# Timestep Number-of-time-windows
# Index TimeDelta Ncount v_dipole_x*v_dipole_x v_dipole_x*v_dipole_y v_dipole_x*v_dipole_z v_dipole_y*v_dipole_y v_dipole_y*v_dipole_z v_dipole_z*v_dipole_z
10000 10
7 60 955 7.14128e-07 -2.4066e-07 -2.22109e-06 -1.06063e-06 -2.60819e-06 -1.79011e-05
8 70 954 5.39138e-08 2.16391e-07 -3.6649e-07 -4.58465e-07 5.5347e-06 -1.51279e-05
9 80 953 5.14356e-07 -3.13493e-07 6.12313e-06 -5.77038e-07 1.62433e-06 -1.42912e-06
10 90 952 1.58791e-06 -5.48577e-07 -4.34561e-06 3.89146e-07 -2.77275e-06 -1.88842e-06
19700 10
1 0 971 1.37495e-05 2.88942e-06 -2.62409e-05 2.55133e-05 -4.27447e-06 0.000916493
2 10 970 -5.09785e-07 -5.67279e-07 -8.32766e-08 -1.80606e-06 3.97823e-06 -0.000179966
3 20 969 1.2137e-06 -4.62478e-07 1.06224e-06 8.68456e-07 -4.96857e-06 -0.000122949
4 30 968 -5.82783e-07 6.73981e-07 -2.83973e-06 4.84891e-07 -9.22968e-06 6.58606e-05
5 40 967 3.4791e-07 -9.02376e-08 6.18296e-06 4.40019e-07 7.81305e-06 -3.06176e-05
6 50 966 -1.58587e-06 1.07879e-06 -2.72762e-06 1.12536e-09 -7.73864e-06 6.11708e-05
7 60 965 6.61152e-07 -3.68112e-07 -2.25206e-06 -1.18134e-06 -2.69561e-06 -1.84983e-05
8 70 964 5.44004e-08 2.52545e-07 -3.66716e-07 -4.24033e-07 5.12791e-06 -1.76301e-05
9 80 963 5.33466e-07 -2.22392e-07 6.46977e-06 -5.03491e-07 2.27176e-06 -2.71822e-06
10 90 962 1.57059e-06 -5.5496e-07 -4.18136e-06 4.28314e-07 -2.52753e-06 -2.55185e-06
19800 10
1 0 981 1.36416e-05 2.93468e-06 -2.56735e-05 2.54921e-05 -3.30485e-06 0.000914556
2 10 980 -5.05242e-07 -5.79677e-07 -3.86571e-07 -1.85115e-06 2.93958e-06 -0.000180603
3 20 979 1.20867e-06 -4.59682e-07 1.20545e-06 8.83241e-07 -4.40089e-06 -0.000122957
4 30 978 -5.81486e-07 6.41135e-07 -2.88674e-06 4.3993e-07 -8.88544e-06 6.63389e-05
5 40 977 3.49453e-07 -7.74748e-08 6.33358e-06 5.70206e-07 8.6275e-06 -2.73268e-05
6 50 976 -1.57512e-06 1.03804e-06 -2.93489e-06 -6.44883e-08 -8.38182e-06 5.90787e-05
7 60 975 6.49753e-07 -3.70171e-07 -2.40277e-06 -1.2288e-06 -3.44601e-06 -1.8895e-05
8 70 974 3.11729e-08 1.98614e-07 -4.16922e-07 -5.81629e-07 4.8484e-06 -2.26865e-05
9 80 973 5.40821e-07 -1.92789e-07 6.45927e-06 -3.98823e-07 3.14021e-06 5.64679e-07
10 90 972 1.5412e-06 -5.84587e-07 -4.43316e-06 5.2763e-07 -2.29533e-06 1.47328e-06
19900 10
1 0 991 1.36559e-05 3.2436e-06 -2.63161e-05 2.61438e-05 -4.8559e-06 0.000916549
2 10 990 -4.59612e-07 -4.85944e-07 -6.60826e-07 -1.53434e-06 2.36869e-06 -0.000178174
3 20 989 1.15424e-06 -5.61724e-07 1.77381e-06 8.07747e-07 -3.02448e-06 -0.000126929
4 30 988 -5.39627e-07 6.60561e-07 -2.86626e-06 6.00705e-07 -9.39364e-06 6.4179e-05
5 40 987 3.91466e-07 -2.44485e-08 5.64016e-06 6.87389e-07 7.13396e-06 -2.37182e-05
6 50 986 -1.59235e-06 9.87823e-07 -2.82044e-06 -2.41907e-07 -8.09984e-06 5.8185e-05
7 60 985 6.09512e-07 -4.10593e-07 -2.21178e-06 -1.32867e-06 -3.2058e-06 -2.07553e-05
8 70 984 4.22491e-08 2.25449e-07 -4.61841e-07 -4.96757e-07 4.33017e-06 -2.43281e-05
9 80 983 5.58652e-07 -1.7848e-07 6.05552e-06 -4.04729e-07 2.33827e-06 -3.23734e-06
10 90 982 1.50408e-06 -6.39644e-07 -4.23299e-06 2.97631e-07 -1.7966e-06 5.88809e-07
20000 10
1 0 1001 1.36515e-05 3.4741e-06 -2.63452e-05 2.66165e-05 -4.91428e-06 0.00091835
2 10 1000 -4.13394e-07 -3.55826e-07 -8.65828e-07 -1.45524e-06 1.99658e-06 -0.000179938
3 20 999 1.06965e-06 -6.88303e-07 1.6415e-06 4.79421e-07 -2.79815e-06 -0.000128461
4 30 998 -6.34895e-07 4.18104e-07 -2.30293e-06 1.68391e-07 -8.68861e-06 6.56294e-05
5 40 997 4.06505e-07 2.66694e-08 5.66758e-06 1.06105e-06 7.39068e-06 -2.60629e-05
6 50 996 -1.49799e-06 1.13113e-06 -3.42494e-06 -6.07004e-08 -9.266e-06 6.07851e-05
7 60 995 5.90393e-07 -4.16414e-07 -2.2358e-06 -1.52293e-06 -3.37766e-06 -2.10953e-05
8 70 994 -4.70299e-08 -2.35007e-08 -2.54744e-07 -1.11397e-06 4.98125e-06 -2.72197e-05
9 80 993 5.01698e-07 -2.66467e-07 5.65048e-06 -4.13964e-07 1.29213e-06 -2.99153e-07
10 90 992 1.52898e-06 -4.64667e-07 -4.04002e-06 6.02191e-07 -1.86302e-06 5.32322e-07
