# Dipole correlation
# Timestep Number-of-time-windows
# Index TimeDelta Ncount v_dipole_x*v_dipole_x v_dipole_x*v_dipole_y v_dipole_x*v_dipole_z v_dipole_y*v_dipole_y v_dipole_y*v_dipole_z v_dipole_z*v_dipole_z
10000 10
1 0 481 1.47305e-05 -6.07622e-07 -2.4641e-05 2.30532e-05 -6.24256e-06 0.000922115
2 10 480 -7.12442e-07 -5.44046e-07 1.7152e-06 -1.70753e-06 3.06923e-06 -0.00019985
3 20 479 3.42212e-06 -8.09044e-07 -1.4121e-06 2.37886e-06 -1.96578e-06 -0.000111506
4 30 478 -1.71124e-06 1.39524e-06 -3.2702e-06 -4.18083e-07 -1.50245e-05 2.92907e-05
5 40 477 -4.56971e-08 -6.86412e-07 7.33301e-06 -3.25409e-07 5.84441e-06 -2.46607e-05
6 50 476 -2.97087e-06 1.81299e-06 2.78511e-06 -7.23656e-07 -3.46072e-06 7.12842e-05
7 60 475 7.56546e-07 -1.0173e-06 -7.42903e-08 -1.33307e-06 5.284e-06 -4.53385e-05
8 70 474 -7.45709e-07 2.91903e-07 1.02764e-06 -2.10229e-08 1.67274e-06 -3.37436e-05
9 80 473 1.63733e-06 -1.07557e-06 3.09834e-06 -3.67911e-07 -3.49204e-06 2.978e-06
10 90 472 1.68355e-06 -1.47433e-06 -7.12004e-06 -2.42161e-07 2.97358e-06 2.46068e-05
14900 10
1 0 491 1.45646e-05 -1.91778e-07 -2.49331e-05 2.39416e-05 -7.64633e-06 0.000920341
2 10 490 -6.63496e-07 -4.18617e-07 1.06694e-06 -1.65965e-06 1.27488e-06 -0.000193583
3 20 489 3.30268e-06 -9.60342e-07 -1.63042e-06 1.82419e-06 -2.63283e-06 -9.96692e-05
4 30 488 -1.69004e-06 1.28356e-06 -3.55041e-06 -5.52161e-07 -1.47604e-05 2.72745e-05
5 40 487 -3.8057e-08 -5.91455e-07 7.90302e-06 1.13055e-07 6.75482e-06 -2.53573e-05
6 50 486 -2.91352e-06 1.71603e-06 2.40485e-06 -7.93698e-07 -4.80726e-06 7.49228e-05
7 60 485 7.87324e-07 -8.94666e-07 -6.29417e-07 -1.15608e-06 4.57925e-06 -4.00536e-05
8 70 484 -6.81409e-07 4.1927e-07 8.58194e-07 4.30619e-08 5.29036e-07 -3.91202e-05
9 80 483 1.6099e-06 -1.00981e-06 2.64145e-06 6.90183e-08 -5.16985e-06 1.19711e-06
10 90 482 1.611e-06 -1.58796e-06 -7.07108e-06 -2.63336e-07 3.17761e-06 2.88105e-05
15000 10
1 0 501 1.43999e-05 -1.23618e-07 -2.54498e-05 2.35927e-05 -8.16984e-06 0.000912953
2 10 500 -6.68748e-07 -4.52744e-07 1.23876e-06 -1.62607e-06 1.18498e-06 -0.000193693
3 20 499 3.25435e-06 -9.18763e-07 -1.67423e-06 1.77164e-06 -2.43581e-06 -0.000100175
4 30 498 -1.69567e-06 1.20327e-06 -3.31538e-06 -5.47507e-07 -1.45537e-05 2.32279e-05
5 40 497 -1.13602e-07 -6.19615e-07 8.62678e-06 1.23427e-07 8.3863e-06 -2.83535e-05
6 50 496 -2.8672e-06 1.70193e-06 2.44923e-06 -7.36416e-07 -4.91185e-06 7.22076e-05
7 60 495 7.8897e-07 -8.98563e-07 -9.387e-07 -1.13663e-06 3.08225e-06 -3.82895e-05
8 70 494 -6.66178e-07 3.88997e-07 7.8971e-07 -7.50642e-09 6.10149e-07 -3.76719e-05
9 80 493 1.60972e-06 -9.79602e-07 2.65102e-06 1.15029e-08 -4.45961e-06 4.63849e-06
10 90 492 1.64673e-06 -1.53933e-06 -7.28536e-06 -2.79408e-07 2.33839e-06 2.71879e-05
15100 10
1 0 511 1.42263e-05 6.75705e-08 -2.57688e-05 2.35838e-05 -8.94603e-06 0.00091145
2 10 510 -7.09443e-07 -5.15011e-07 1.50942e-06 -1.63828e-06 8.80037e-07 -0.000196221
3 20 509 3.19239e-06 -8.3356e-07 -1.02983e-06 1.74049e-06 -1.2291e-06 -0.00010383
4 30 508 -1.66014e-06 1.13632e-06 -4.43671e-06 -5.22479e-07 -1.63392e-05 3.67229e-05
5 40 507 -6.13887e-08 -5.48059e-07 8.49965e-06 1.56851e-07 7.60192e-06 -3.44419e-05
6 50 506 -2.77911e-06 1.76944e-06 2.41972e-06 -6.91902e-07 -3.62542e-06 7.12346e-05
7 60 505 8.21729e-07 -7.61993e-07 -1.35108e-06 -9.40718e-07 2.35444e-06 -3.03489e-05
8 70 504 -7.15667e-07 2.91189e-07 1.17914e-06 -1.80077e-07 4.53518e-07 -4.3863e-05
9 80 503 1.60867e-06 -9.01094e-07 2.09759e-06 6.00833e-09 -3.93712e-06 9.41155e-06
10 90 502 1.62765e-06 -1.54104e-06 -7.63973e-06 -2.46585e-07 1.46322e-06 2.72237e-05
15200 10
1 0 521 1.40895e-05 3.73288e-07 -2.52334e-05 2.39708e-05 -7.45542e-06 0.000914792
2 10 520 -6.52381e-07 -4.05073e-07 2.38231e-06 -1.32673e-06 2.22607e-06 -0.000195138
3 20 519 3.17273e-06 -7.34148e-07 -4.57526e-07 1.82863e-06 -7.38758e-08 -0.000107241
4 30 518 -1.59174e-06 1.17561e-06 -4.49383e-06 -3.64845e-07 -1.5255e-05 4.55637e-05
5 40 517 -7.57654e-08 -5.80973e-07 8.97342e-06 1.91498e-07 8.62407e-06 -3.41661e-05
6 50 516 -2.69076e-06 1.83222e-06 2.52094e-06 -5.81404e-07 -3.46867e-06 7.09463e-05
7 60 515 8.68705e-07 -6.2245e-07 -1.44205e-06 -7.70649e-07 1.50032e-06 -3.44663e-05
8 70 514 -7.0333e-07 2.85381e-07 1.54128e-06 -1.08435e-07 1.46984e-06 -4.88986e-05
9 80 513 1.60562e-06 -8.39705e-07 2.04098e-06 1.25227e-08 -3.22057e-06 2.18881e-05
10 90 512 1.59951e-06 -1.46514e-06 -7.07532e-06 -9.54098e-08 1.52489e-06 2.0682e-05
15300 10
1 0 531 1.38716e-05 3.7891e-07 -2.53454e-05 2.35429e-05 -7.04305e-06 0.000919295
2 10 530 -6.66392e-07 -4.10109e-07 2.5184e-06 -1.3052e-06 2.09192e-06 -0.000191649
3 20 529 3.1101e-06 -7.25516e-07 -4.32986e-07 1.78861e-06 -5.33468e-07 -0.00010571
4 30 528 -1.55287e-06 1.18512e-06 -3.97631e-06 -3.14494e-07 -1.42493e-05 3.89955e-05
5 40 527 -1.01668e-07 -5.5168e-07 9.5178e-06 2.24889e-07 9.42763e-06 -3.56071e-05
6 50 526 -2.63338e-06 1.80646e-06 2.04344e-06 -5.43599e-07 -2.87714e-06 7.91582e-05
7 60 525 8.50166e-07 -5.94918e-07 -1.18611e-06 -6.89988e-07 2.03807e-06 -3.75021e-05
8 70 524 -6.53677e-07 2.79299e-07 8.19361e-07 -9.41711e-08 -3.97331e-07 -4.25199e-05
9 80 523 1.55464e-06 -8.38378e-07 2.27235e-06 -5.80924e-08 -2.7203e-06 2.13311e-05
10 90 522 1.57925e-06 -1.42197e-06 -6.20734e-06 -6.29668e-08 2.78674e-06 2.40283e-05
15400 10
1 0 541 1.36388e-05 3.68637e-07 -2.51147e-05 2.31118e-05 -6.78302e-06 0.000923478
2 10 540 -6.62882e-07 -4.02827e-07 2.50101e-06 -1.28124e-06 1.88554e-06 -0.000195985
3 20 539 3.0616e-06 -7.11634e-07 -4.06603e-07 1.75477e-06 -5.60576e-07 -0.000107624
4 30 538 -1.52938e-06 1.16989e-06 -3.84674e-06 -3.08955e-07 -1.37603e-05 4.76647e-05
5 40 537 -1.0556e-07 -5.45796e-07 8.98863e-06 2.18345e-07 9.12881e-06 -4.04774e-05
6 50 536 -2.57303e-06 1.77427e-06 2.03843e-06 -5.35916e-07 -3.04163e-06 7.04202e-05
7 60 535 8.13402e-07 -5.85378e-07 -1.02038e-06 -6.74987e-07 2.33269e-06 -3.13832e-05
8 70 534 -6.28209e-07 2.74901e-07 1.02598e-06 -8.68005e-08 -1.8946e-07 -3.9283e-05
9 80 533 1.52833e-06 -8.2318e-07 1.8974e-06 -5.68547e-08 -3.19268e-06 1.54171e-05
10 90 532 1.5423e-06 -1.4001e-06 -6.02439e-06 -6.54397e-08 2.75743e-06 2.24411e-05
15500 10
1 0 551 1.34142e-05 3.62033e-07 -2.47521e-05 2.26974e-05 -6.80922e-06 0.000919358
2 10 550 -6.47775e-07 -4.0167e-07 2.69531e-06 -1.25922e-06 2.01147e-06 -0.000196691
3 20 549 3.01169e-06 -6.98084e-07 -4.15648e-07 1.72182e-06 -6.18068e-07 -0.000109257
4 30 548 -1.50335e-06 1.14861e-06 -3.63758e-06 -3.02692e-07 -1.36143e-05 5.04084e-05
5 40 547 -1.12544e-07 -5.32545e-07 8.97746e-06 2.13145e-07 9.03437e-06 -3.85984e-05
6 50 546 -2.53029e-06 1.74536e-06 1.9082e-06 -5.27617e-07 -2.92337e-06 6.09754e-05
7 60 545 8.02851e-07 -5.72597e-07 -9.5774e-07 -6.6154e-07 2.16737e-06 -2.63113e-05
8 70 544 -6.25726e-07 2.6278e-07 1.11425e-06 -8.50758e-08 -9.90471e-08 -3.54921e-05
9 80 543 1.50952e-06 -8.04338e-07 1.50908e-06 -5.47433e-08 -3.14149e-06 9.76192e-06
10 90 542 1.50123e-06 -1.38013e-06 -5.72153e-06 -6.24494e-08 2.65346e-06 2.07251e-05
15600 10
1 0 561 1.31958e-05 3.55263e-07 -2.43767e-05 2.23008e-05 -6.77912e-06 0.000921973
2 10 560 -6.20576e-07 -3.93462e-07 2.69193e-06 -1.2376e-06 2.07864e-06 -0.000199535
3 20 559 2.96933e-06 -6.90979e-07 -2.93333e-07 1.68924e-06 -6.11732e-07 -0.000112214
4 30 558 -1.47315e-06 1.12848e-06 -3.54999e-06 -2.93718e-07 -1.32741e-05 5.1489e-05
5 40 557 -1.14796e-07 -5.24344e-07 8.95349e-06 2.05782e-07 8.74187e-06 -3.25307e-05
6 50 556 -2.48924e-06 1.71509e-06 1.82814e-06 -5.18341e-07 -2.97314e-06 5.74926e-05
7 60 555 7.78871e-07 -5.53121e-07 -8.68321e-07 -6.48117e-07 2.32972e-06 -3.29653e-05
8 70 554 -6.19009e-07 2.63478e-07 1.1181e-06 -8.50098e-08 -1.92694e-07 -3.0307e-05
9 80 553 1.47962e-06 -7.84762e-07 1.43456e-06 -5.55728e-08 -3.09874e-06 1.32413e-05
10 90 552 1.47929e-06 -1.34979e-06 -5.63563e-06 -5.90803e-08 2.63995e-06 1.4388e-05
15700 10
1 0 571 1.30014e-05 3.33422e-07 -2.46447e-05 2.19235e-05 -6.3534e-06 0.000922807
2 10 570 -6.05031e-07 -3.97857e-07 2.394e-06 -1.21499e-06 2.00401e-06 -0.000196676
3 20 569 2.89036e-06 -6.72749e-07 3.04987e-07 1.65669e-06 -8.44819e-07 -0.000121051
4 30 568 -1.45698e-06 1.11986e-06 -3.17902e-06 -2.95205e-07 -1.3106e-05 4.89143e-05
5 40 567 -9.73194e-08 -5.12831e-07 8.39324e-06 2.01555e-07 8.78967e-06 -2.73603e-05
6 50 566 -2.43632e-06 1.67689e-06 1.5969e-06 -5.09252e-07 -3.02298e-06 5.38414e-05
7 60 565 7.5984e-07 -5.47473e-07 -7.42968e-07 -6.37271e-07 2.18864e-06 -2.8312e-05
8 70 564 -6.14356e-07 2.62411e-07 1.23425e-06 -8.12102e-08 -1.63498e-07 -2.70756e-05
9 80 563 1.44882e-06 -7.69001e-07 1.39178e-06 -5.03573e-08 -2.87378e-06 8.14719e-06
10 90 562 1.44948e-06 -1.32274e-06 -5.55411e-06 -5.47884e-08 2.59585e-06 6.06762e-06
15800 10
1 0 581 1.28033e-05 3.1237e-07 -2.48553e-05 2.15585e-05 -5.93741e-06 0.000932824
2 10 580 -5.95342e-07 -3.8898e-07 2.44725e-06 -1.19086e-06 1.89128e-06 -0.000200878
3 20 579 2.8407e-06 -6.60971e-07 3.73794e-07 1.62686e-06 -9.10869e-07 -0.000114611
4 30 578 -1.43976e-06 1.10206e-06 -2.79725e-06 -2.96423e-07 -1.31346e-05 3.4895e-05
5 40 577 -9.99674e-08 -5.00145e-07 8.10876e-06 1.94454e-07 8.69649e-06 -1.85613e-05
6 50 576 -2.39402e-06 1.65611e-06 1.37617e-06 -5.0246e-07 -2.75603e-06 5.00189e-05
7 60 575 7.47032e-07 -5.37868e-07 -5.31766e-07 -6.19884e-07 2.18525e-06 -3.17913e-05
8 70 574 -5.98279e-07 2.51006e-07 1.02022e-06 -7.30813e-08 1.1914e-07 -2.62086e-05
9 80 573 1.42258e-06 -7.59532e-07 1.281e-06 -5.05841e-08 -3.03964e-06 1.21522e-05
10 90 572 1.42804e-06 -1.30107e-06 -5.57772e-06 -5.69776e-08 2.51001e-06 1.1866e-05
15900 10
1 0 591 1.26123e-05 2.94234e-07 -2.46192e-05 2.12094e-05 -5.86018e-06 0.000928796
2 10 590 -5.80148e-07 -3.80293e-07 2.34649e-06 -1.1697e-06 1.84518e-06 -0.000200406
3 20 589 2.79664e-06 -6.56093e-07 5.67722e-07 1.59826e-06 -1.02772e-06 -0.000109753
4 30 588 -1.40928e-06 1.07283e-06 -2.81104e-06 -2.85923e-07 -1.2913e-05 3.88889e-05
5 40 587 -1.15469e-07 -4.80077e-07 8.19845e-06 1.89707e-07 8.42728e-06 -2.21561e-05
6 50 586 -2.36855e-06 1.63445e-06 1.48046e-06 -4.97008e-07 -2.75086e-06 5.53016e-05
7 60 585 7.30201e-07 -5.27302e-07 -2.04073e-07 -6.09847e-07 1.96774e-06 -4.14565e-05
8 70 584 -5.91123e-07 2.46493e-07 8.37025e-07 -6.95597e-08 1.47768e-07 -1.938e-05
9 80 583 1.40457e-06 -7.50704e-07 1.35403e-06 -4.48071e-08 -3.00803e-06 9.80815e-06
10 90 582 1.41302e-06 -1.28876e-06 -5.66725e-06 -5.39284e-08 2.63911e-06 1.96582e-05
16000 10
1 0 601 1.24451e-05 2.888e-07 -2.46521e-05 2.0865e-05 -5.78119e-06 0.00092438
2 10 600 -5.74062e-07 -3.83733e-07 2.57159e-06 -1.14715e-06 1.95538e-06 -0.00020304
3 20 599 2.78249e-06 -6.46677e-07 3.16308e-07 1.56677e-06 -1.04061e-06 -0.00010509
4 30 598 -1.39787e-06 1.048e-06 -2.45816e-06 -2.82009e-07 -1.27457e-05 3.64998e-05
5 40 597 -9.75586e-08 -4.73939e-07 7.9879e-06 1.93791e-07 8.36864e-06 -2.13091e-05
6 50 596 -2.33239e-06 1.60822e-06 1.44954e-06 -4.86679e-07 -2.71875e-06 5.32655e-05
7 60 595 7.24079e-07 -5.20715e-07 -6.36846e-08 -6.01476e-07 1.81829e-06 -4.47058e-05
8 70 594 -5.81759e-07 2.3518e-07 6.07082e-07 -6.57184e-08 2.54946e-07 -1.62562e-05
9 80 593 1.38731e-06 -7.35546e-07 1.41129e-06 -4.30048e-08 -2.73291e-06 5.23975e-06
10 90 592 1.3903e-06 -1.2643e-06 -5.49046e-06 -5.09878e-08 2.49828e-06 1.65682e-05
16100 10
1 0 611 1.23221e-05 3.30528e-07 -2.45676e-05 2.05588e-05 -5.69178e-06 0.000918965
2 10 610 -5.5196e-07 -3.70907e-07 2.55503e-06 -1.13025e-06 1.9852e-06 -0.000204656
3 20 609 2.7378e-06 -6.39564e-07 1.32753e-07 1.53766e-06 -9.79641e-07 -0.00010217
4 30 608 -1.38558e-06 1.01637e-06 -2.45058e-06 -2.83328e-07 -1.24435e-05 3.58769e-05
5 40 607 -1.00852e-07 -4.69374e-07 7.66473e-06 1.94237e-07 8.23446e-06 -2.08911e-05
6 50 606 -2.30924e-06 1.56967e-06 1.33227e-06 -4.73674e-07 -2.61395e-06 5.58393e-05
7 60 605 7.08908e-07 -5.0949e-07 -8.30285e-08 -5.91187e-07 1.81502e-06 -4.61975e-05
8 70 604 -6.06355e-07 2.12524e-07 7.27445e-07 -7.23221e-08 3.32125e-07 -1.24893e-05
9 80 603 1.3726e-06 -7.14484e-07 1.22381e-06 -3.95857e-08 -2.71006e-06 6.28455e-06
10 90 602 1.36973e-06 -1.23352e-06 -5.18877e-06 -4.81178e-08 2.39017e-06 1.16272e-05
16200 10
1 0 621 1.24749e-05 4.919e-07 -2.54975e-05 2.03468e-05 -5.76228e-06 0.000925359
2 10 620 -5.35766e-07 -4.2503e-07 1.32493e-06 -1.12782e-06 1.24079e-06 -0.000200176
3 20 619 2.62308e-06 -6.68682e-07 1.27853e-06 1.50099e-06 -8.30522e-07 -0.000115951
4 30 618 -1.42443e-06 9.96076e-07 -1.67106e-06 -3.05012e-07 -1.1691e-05 3.23851e-05
5 40 617 -1.22264e-07 -4.84168e-07 7.28181e-06 1.5801e-07 8.54383e-06 -9.73014e-06
6 50 616 -2.15047e-06 1.61686e-06 9.65171e-07 -4.10057e-07 -2.62369e-06 5.55528e-05
7 60 615 6.7528e-07 -4.93915e-07 -6.0822e-07 -5.45551e-07 1.16365e-06 -5.19065e-05
8 70 614 -6.55931e-07 1.76855e-07 8.33505e-07 -9.04409e-08 1.91629e-07 -1.27603e-05
9 80 613 1.35037e-06 -6.55978e-07 9.85222e-07 -3.70983e-08 -2.66525e-06 1.06819e-05
10 90 612 1.23275e-06 -1.27889e-06 -4.7035e-06 -8.67906e-08 2.82271e-06 1.22932e-05
16300 10
1 0 631 1.25384e-05 3.52986e-07 -2.56418e-05 2.02584e-05 -5.64492e-06 0.000923239
2 10 630 -5.12014e-07 -4.10083e-07 1.55683e-06 -1.20642e-06 1.31537e-06 -0.00020248
3 20 629 2.34008e-06 -5.04416e-07 1.66372e-06 1.47731e-06 -3.54885e-07 -0.000116663
4 30 628 -1.42582e-06 1.03257e-06 -1.79471e-06 -2.74707e-07 -1.14675e-05 3.44106e-05
5 40 627 8.57431e-08 -6.22752e-07 7.71412e-06 1.35362e-07 7.6794e-06 -6.16238e-06
6 50 626 -2.09604e-06 1.5657e-06 1.24563e-06 -3.92136e-07 -2.66104e-06 5.34993e-05
7 60 625 5.21705e-07 -2.94053e-07 -1.66267e-06 -5.8016e-07 1.82165e-06 -5.01095e-05
8 70 624 -7.66836e-07 2.01651e-07 1.07735e-06 -2.86548e-08 -1.89281e-07 -1.41833e-05
9 80 623 1.33477e-06 -7.66985e-07 1.89396e-06 2.45639e-08 -2.17797e-06 9.01843e-06
10 90 622 1.40745e-06 -1.32752e-06 -5.06938e-06 -2.35779e-07 2.41828e-06 1.33955e-05
16400 10
1 0 641 1.2426e-05 1.88479e-07 -2.5897e-05 2.09941e-05 -5.19916e-06 0.000924587
2 10 640 -5.10991e-07 -3.71435e-07 1.60716e-06 -1.21537e-06 2.0384e-06 -0.000202565
3 20 639 2.31138e-06 -5.96038e-07 1.67245e-06 1.8894e-06 -1.39209e-06 -0.000118928
4 30 638 -1.41574e-06 1.02118e-06 -1.78107e-06 9.19764e-08 -9.67663e-06 3.27081e-05
5 40 637 1.0542e-07 -5.91869e-07 7.19132e-06 3.70765e-08 7.57555e-06 -1.07698e-06
6 50 636 -2.02809e-06 1.51699e-06 7.37604e-07 -7.24459e-08 -1.39333e-06 5.08249e-05
7 60 635 5.24653e-07 -2.73534e-07 -2.31888e-06 -6.86237e-07 2.42134e-06 -5.34223e-05
8 70 634 -7.65213e-07 3.31779e-07 8.56989e-07 3.38037e-08 9.27073e-07 -1.09559e-05
9 80 633 1.24153e-06 -5.32757e-07 2.80095e-06 -2.49515e-09 -2.92152e-06 1.04081e-06
10 90 632 1.34473e-06 -1.34959e-06 -4.85949e-06 -1.63861e-07 2.69387e-06 1.51104e-05
16500 10
1 0 651 1.22721e-05 2.19135e-07 -2.57771e-05 2.10694e-05 -5.8677e-06 0.000919876
2 10 650 -5.02558e-07 -4.0219e-07 1.76609e-06 -1.22959e-06 2.17511e-06 -0.000202161
3 20 649 2.27557e-06 -5.80306e-07 1.66253e-06 1.613e-06 -5.42632e-07 -0.000117899
4 30 648 -1.39761e-06 1.0362e-06 -1.77465e-06 1.65399e-07 -1.05854e-05 3.2347e-05
5 40 647 9.07331e-08 -5.65805e-07 7.41186e-06 1.82724e-07 7.42885e-06 -1.75732e-06
6 50 646 -1.98605e-06 1.48093e-06 4.95829e-07 -1.1322e-07 -1.15581e-06 4.84443e-05
7 60 645 5.13981e-07 -2.92396e-07 -2.16931e-06 -7.8668e-07 1.86101e-06 -4.92972e-05
8 70 644 -7.65567e-07 3.83245e-07 5.86832e-07 -1.68999e-07 1.65762e-06 -7.24458e-06
9 80 643 1.22002e-06 -4.32827e-07 2.63455e-06 -4.75847e-08 -2.43722e-06 -3.78471e-06
10 90 642 1.30218e-06 -1.37349e-06 -4.84216e-06 -4.39145e-09 2.27173e-06 1.58245e-05
16600 10
1 0 661 1.22387e-05 4.82235e-07 -2.54976e-05 2.16432e-05 -6.16748e-06 0.000914367
2 10 660 -5.01807e-07 -3.29457e-07 1.81841e-06 -1.40891e-06 2.05854e-06 -0.000200865
3 20 659 2.2353e-06 -5.52964e-07 1.1297e-06 1.9676e-06 -1.28964e-06 -0.000116645
4 30 658 -1.26871e-06 1.26062e-06 -2.0182e-06 4.54784e-07 -1.0371e-05 3.30822e-05
5 40 657 1.19296e-07 -5.18959e-07 7.71951e-06 2.45989e-07 8.6518e-06 -4.02776e-06
6 50 656 -1.94653e-06 1.59412e-06 -6.19419e-08 5.31e-08 -2.95021e-06 4.84902e-05
7 60 655 5.20276e-07 -2.63808e-07 -2.08605e-06 -7.90986e-07 2.61207e-06 -4.80168e-05
8 70 654 -6.99842e-07 4.86618e-07 8.61408e-07 -3.18109e-08 1.67418e-06 -7.37577e-06
9 80 653 1.20379e-06 -3.74758e-07 2.32554e-06 1.24521e-07 -2.17564e-06 -6.14448e-06
10 90 652 1.27487e-06 -1.38353e-06 -4.59115e-06 -2.36031e-07 1.29074e-06 1.82229e-05
16700 10
1 0 671 1.22124e-05 8.3265e-07 -2.58641e-05 2.23106e-05 -7.38301e-06 0.000910043
2 10 670 -5.24587e-07 -3.33916e-07 2.28929e-06 -1.48133e-06 3.0514e-06 -0.000200723
3 20 669 2.22369e-06 -4.93651e-07 1.26033e-06 1.87093e-06 -5.09525e-07 -0.000110521
4 30 668 -1.35733e-06 9.88989e-07 -1.64249e-06 -6.33534e-08 -9.38285e-06 3.04977e-05
5 40 667 1.21429e-07 -4.83113e-07 7.70756e-06 2.68479e-07 8.58501e-06 -3.53284e-06
6 50 666 -1.95487e-06 1.44251e-06 -2.01062e-07 -3.6716e-07 -3.08887e-06 4.63315e-05
7 60 665 5.3209e-07 -2.36948e-07 -1.79974e-06 -7.89559e-07 2.59568e-06 -4.72181e-05
8 70 664 -6.92372e-07 4.98141e-07 3.60965e-07 1.08881e-07 2.4828e-07 -8.72488e-06
9 80 663 1.15291e-06 -5.19935e-07 2.42755e-06 -2.95395e-07 -1.156e-06 -6.20923e-06
10 90 662 1.28541e-06 -1.38966e-06 -4.64165e-06 -7.95316e-08 2.17241e-07 2.26514e-05
16800 10
1 0 681 1.31314e-05 8.46938e-07 -2.57345e-05 2.20057e-05 -7.00491e-06 0.00090956
2 10 680 -6.21327e-07 -2.8836e-07 2.68718e-06 -1.45546e-06 2.95969e-06 -0.000199755
3 20 679 1.88519e-06 -4.50498e-07 6.67494e-07 1.84877e-06 -5.37794e-07 -0.00010763
4 30 678 -1.34618e-06 9.91333e-07 -2.36592e-06 -6.43544e-08 -9.09828e-06 2.63417e-05
5 40 677 8.8595e-08 -4.75545e-07 7.81501e-06 2.49428e-07 8.02406e-06 -4.77085e-07
6 50 676 -1.83319e-06 1.41935e-06 -7.61383e-07 -3.64688e-07 -3.63743e-06 5.06354e-05
7 60 675 4.04873e-07 -2.23686e-07 -1.25132e-06 -7.46088e-07 3.35934e-06 -4.84097e-05
8 70 674 -6.36153e-07 4.90903e-07 5.27045e-07 1.09057e-07 1.33683e-06 -7.52056e-06
9 80 673 1.0945e-06 -5.01701e-07 3.12784e-06 -2.58721e-07 -1.69578e-07 -1.54729e-05
10 90 672 1.27965e-06 -1.40975e-06 -5.31771e-06 -1.65265e-07 -1.91358e-06 2.60847e-05
16900 10
1 0 691 1.38246e-05 7.05257e-07 -2.53505e-05 2.1871e-05 -7.61375e-06 0.000910788
2 10 690 -5.24258e-07 -4.12253e-07 2.27072e-06 -1.34354e-06 2.11675e-06 -0.000191089
3 20 689 2.22025e-06 -4.50167e-07 -1.02371e-07 1.86658e-06 -1.05381e-06 -0.000102592
4 30 688 -1.66223e-06 8.72964e-07 -1.48273e-06 -5.26022e-08 -9.45044e-06 2.84769e-05
5 40 687 1.54346e-07 -3.99989e-07 7.42732e-06 2.38204e-07 7.43204e-06 4.94357e-06
6 50 686 -1.65726e-06 1.189e-06 -1.64123e-06 -3.96913e-07 -3.77821e-06 5.15391e-05
7 60 685 8.68082e-07 -2.2266e-07 -1.58574e-06 -7.68182e-07 2.8208e-06 -5.179e-05
8 70 684 -2.5456e-07 5.0912e-07 1.04742e-06 7.50182e-08 1.30004e-06 -7.10689e-06
9 80 683 9.08816e-07 -4.5024e-07 2.77214e-06 -2.87663e-07 -1.76501e-07 -1.06723e-05
10 90 682 1.35928e-06 -1.25081e-06 -6.25915e-06 -2.00678e-07 -1.95192e-06 2.54695e-05
17000 10
1 0 701 1.40585e-05 4.90184e-07 -2.55819e-05 2.16691e-05 -7.25521e-06 0.000911128
2 10 700 -4.3816e-07 -4.42786e-07 1.98458e-06 -1.31036e-06 2.23738e-06 -0.000187715
3 20 699 2.33042e-06 -5.00815e-07 4.40077e-07 1.85572e-06 -1.42892e-06 -0.000105795
4 30 698 -1.6664e-06 8.72673e-07 8.70877e-07 -5.52798e-08 -1.04288e-05 3.45339e-05
5 40 697 2.2467e-07 -4.78624e-07 8.05446e-06 2.70037e-07 6.80556e-06 6.38805e-06
6 50 696 -1.83608e-06 1.27239e-06 -1.53452e-06 -4.22626e-07 -3.84314e-06 4.39195e-05
7 60 695 6.55288e-07 -1.13456e-07 -3.46329e-07 -8.30374e-07 2.28883e-06 -5.25336e-05
8 70 694 -8.30843e-08 4.66749e-07 5.27346e-07 4.11015e-08 8.91201e-07 -6.43576e-06
9 80 693 9.75566e-07 -4.63523e-07 2.55227e-06 -2.64986e-07 6.36938e-07 -1.63156e-05
10 90 692 1.72109e-06 -1.42045e-06 -6.41644e-06 -2.02561e-07 -1.34734e-06 1.94523e-05
17100 10
1 0 711 1.42523e-05 3.15319e-07 -2.55769e-05 2.1444e-05 -7.11193e-06 0.000911928
2 10 710 -5.11494e-07 -4.08947e-07 3.20902e-06 -1.31249e-06 1.6555e-06 -0.000186297
3 20 709 2.32559e-06 -4.94528e-07 -2.90507e-07 1.83557e-06 -1.12586e-06 -0.000106036
4 30 708 -1.64047e-06 8.78845e-07 1.91988e-07 -5.55082e-08 -1.01152e-05 2.69776e-05
5 40 707 2.70749e-07 -4.65289e-07 8.24317e-06 2.53834e-07 6.50336e-06 5.334e-06
6 50 706 -1.80334e-06 1.26205e-06 -2.67409e-06 -4.24765e-07 -3.12824e-06 5.02434e-05
7 60 705 5.05121e-07 -5.71527e-08 -4.15655e-07 -8.52586e-07 2.33478e-06 -4.92894e-05
8 70 704 3.55384e-08 4.02213e-07 5.54005e-07 6.46047e-08 8.30147e-07 -7.59152e-06
9 80 703 1.07162e-06 -5.23719e-07 4.33733e-06 -2.28845e-07 -3.64371e-07 -2.05841e-05
10 90 702 1.80828e-06 -1.48181e-06 -6.51878e-06 -1.7273e-07 -1.20181e-06 2.37089e-05
17200 10
1 0 721 1.47642e-05 -5.30311e-08 -2.72643e-05 2.13428e-05 -6.2172e-06 0.000917903
2 10 720 -4.8808e-07 -4.34506e-07 3.83339e-06 -1.26849e-06 1.41386e-06 -0.000189962
3 20 719 2.33608e-06 -5.25316e-07 6.5594e-07 1.8424e-06 -1.52629e-06 -0.000108935
