# Time-averaged data for fix vir
# TimeStep c_virial[1] c_virial[2] c_virial[3] c_virial[4] c_virial[5] c_virial[6]
44 1882.94 -23216.1 3464.29 -2781.98 -11762.8 1908.44
45 -3071.03 -18513.3 3531.21 -1824.63 -8743 668.142
46 -9204.16 -12819 3177.3 -1355.63 -5050.8 -1733.53
47 -14438.4 -7978.91 2810.26 -1382.79 -2704.54 -4485.55
48 -17360.2 -5234.27 2731.07 -1613.01 -2875.58 -6513.82
49 -17724.3 -4590.87 2938 -1794.64 -5249.63 -7139.64
50 -16188.5 -5464.11 3422.78 -1940.02 -8622.96 -6158.67
51 -13176.7 -7121.67 4193.9 -2111.3 -11261.3 -3709.85
52 -8963.91 -9276.94 5104.68 -1864.33 -11158.8 -299.476
53 -4047.42 -11937 5922.27 -450.28 -6977.58 3248.79
54 601.347 -14594.8 6333.12 2122.69 47.0746 6393.84
55 3414.01 -16111.8 6328.71 4477.75 6035.57 9073.1
56 3505.06 -15558.2 5929.1 4707.4 7245.39 11970.8
57 1987.87 -13199.9 5416.25 1986.5 3273.43 15913.7
58 1098.36 -10404 5215.9 -2324.26 -2232.33 20205.2
59 2099.18 -8293.68 5498.95 -5280.68 -4584.93 21992.9
60 2967.99 -6405.84 5733.93 -5361.27 -3063.81 19132.2
61 1856.37 -3406.52 5373.04 -2689.08 -647.199 10624
62 -164.576 510.151 4838.5 1737.06 -1940.71 -1725.92
63 -471.929 3092.75 4422.98 5311.38 -8802.6 -11301.3
64 1548.31 2242.6 3571.44 6137.21 -16675.9 -12921.4
65 3458.84 -671.603 2017.41 4837.88 -19955.5 -8833.56
66 2378.3 -1827.77 266.103 3053.53 -17449 -4987.8
67 -1411.46 -238.197 -1272.16 1742.87 -11818.3 -3853.87
68 -5614.37 2348.74 -2464.98 764.962 -6578.41 -4224.54
69 -9022.6 4606.77 -3387.43 -8.83163 -3044.86 -4635.04
70 -11503.4 6317.22 -4059.25 -439.744 -799.7 -4215.56
71 -13060.4 7697.26 -4424.56 -254.755 831.652 -2583.99
72 -13846.5 8862.03 -4555.15 621.376 2194.56 200.453
73 -13779.8 9729.86 -4427.45 1885.3 3361.76 3369.08
74 -12851.8 9881.18 -4271.47 2998.47 4142.52 5776.13
75 -11087.2 9109.69 -4157.6 3274.88 4324.87 6360.33
76 -8793.33 7433.69 -4037.77 2274.4 4057.61 4783.23
77 -6181.02 5163.39 -3792.91 317.33 3817.7 1722.83
78 -3701.52 2561.42 -3384.92 -1763.88 4061.86 -1649.55
79 -1683.89 -206.024 -2922.53 -3086.02 4948.24 -4409
80 -322.712 -2801.16 -2381.65 -3092.11 6469.97 -6005.55
81 360.21 -4975.2 -1871.28 -1718.74 8081.12 -6394.02
82 501.105 -6608.77 -1399.55 633.92 9051.69 -5492.75
83 192.469 -7663.07 -988.25 3237.72 8771.34 -3228.49
84 -496.215 -8054.35 -632.786 5385.92 7133.7 61.3778
85 -1454.29 -8007.31 -298.758 6563.57 4659.23 3503.58
86 -2452.68 -7932.68 102.865 6535.5 2454.58 5880.81
87 -3298.09 -8277.75 596.216 5187.09 1548.58 6290.76
88 -3701.58 -8749.69 1418.8 2768.76 2428.23 4129.05
89 -3590.81 -8984.57 2785.04 -367 5205.32 -449.269
90 -3108.97 -8877.6 4601.01 -3512.81 8686.36 -5782.71
91 -2536.46 -8994.03 6070.82 -5520.96 10669.5 -8998.36
92 -2696.55 -9559.51 6712.46 -5988.74 9777.02 -8835.17
93 -4353.14 -9368.14 6832.37 -5537.28 7249.42 -7194.44
94 -7452.39 -7341.09 7118.66 -5187.03 5705.58 -7025.95
95 -10686.6 -4139.89 7795.57 -5263.3 6213.68 -8833.12
96 -12377.1 -1881.19 8530.87 -5259.57 8132.32 -10399.7
97 -10755.9 -2593.26 8985.83 -4607.45 10481.7 -8765.86
98 -5286.26 -6680.55 9159.86 -3528.86 13264.4 -2695.29
99 2360.67 -11968.6 9500.84 -3129.9 16283.5 6161.8
100 8160.33 -15571.1 9887.55 -3425.94 17380.8 14371.2
101 9770.08 -16772.5 9834.76 -3004.7 15335.4 18751.4
102 8797.58 -16839.6 9299.48 -468.841 12311.8 18741.2
103 7232.02 -16469.7 8536.97 4086.72 10345.5 16508.4
104 5320.11 -14964.4 8122.3 9342.19 9451.41 15131.6
105 2888.34 -12281.1 8084.41 13439.7 8290.27 14998.7
106 440.403 -9390.4 8032.31 14577.5 4866.53 13893.1
107 -1314.65 -6907.73 7869.16 12648.3 -1765.29 10019.7
108 -2085.22 -4790.88 7752.43 9710.41 -10133 3242.74
109 -1930.38 -3240.56 7501.26 8211.37 -16793.4 -4274.95
110 -862.744 -3287.76 6643.19 8081.84 -19175.5 -9772.58
111 1165.43 -5415.53 5383.61 7710.09 -17336.1 -11216.1
112 3824.81 -8605.6 4056.59 5977.84 -13677.9 -8457.45
113 6718.17 -11720.3 3215.87 3291.22 -11103.7 -3421.98
114 9550.33 -13902.5 2925.72 647.108 -10693.1 1428.9
115 11346.4 -14380.9 2925.68 -1154.51 -11445.3 4738.04
116 10775.6 -12596.6 2846.74 -2000.41 -11178.5 6228.31
117 7530.41 -8610.46 2458.62 -2450.33 -8813.62 6620.85
118 2909.3 -3692.57 1937.14 -3351.71 -5326.29 7166.54
119 -698.186 360.17 1638.4 -4698.7 -1676.1 8433.29
120 -1855.26 2363.15 1862.99 -5388.65 2183.78 8950.01
121 -1915.56 2944.91 2218.66 -4783.5 5199.01 6655.36
122 -2955.51 2903.38 2003.38 -3374.62 6125.73 1704.79
123 -5362.77 2824.69 1003.09 -2233.22 4495.23 -3147.31
124 -8384.75 3182.28 -245.218 -2234.21 298.622 -5179.52
125 -10313.1 3533.48 -1129.99 -2948.52 -3855.77 -4362.13
126 -10822.8 3541.72 -1541.11 -3883.43 -5680.82 -2930.64
127 -11336.1 4641.37 -1324.75 -5279.24 -5303.57 -4083.73
128 -12682.2 7487.76 -557.961 -7067.72 -3528.78 -8285.35
129 -14374.8 10319.7 171.366 -7741.8 -1925.69 -12230.5
130 -16325.8 11322.5 67.2702 -6683.07 -1177.93 -13560
131 -17750.4 10233.3 -589.314 -4441.72 -1659.89 -11931.7
132 -17923.8 8026.2 -1024.07 -2627.16 -3276.14 -9310.5
133 -16985.2 5653.14 -909.257 -2647.59 -5337.49 -8149.17
134 -14812.7 2904.21 -320.343 -4030.65 -8107.3 -7905.64
135 -10845.1 -724.877 628.438 -5670.41 -12443.4 -7453.74
136 -5235.89 -5041.29 1863.35 -6995.82 -18443.9 -6204.04
137 296.611 -8927.49 3138.69 -7910.3 -24116.7 -3902.56
138 3333.01 -10484.9 4171.92 -8838.58 -26251.8 -184.433
139 2379.62 -9336.06 4670.6 -10035.4 -22611.9 4333.49
140 -912.23 -6781.25 4861.33 -10893.7 -14204.6 7841.5
141 -3528.08 -5483.02 4891.79 -10638.4 -5137.06 9064.63
142 -4361.38 -5897.89 4961.33 -9121.29 1751.07 7926.63
143 -5142.41 -6556.64 4985.96 -6777.5 6242.56 5594.17
144 -7268.69 -5908.62 5066.51 -4631.06 8846.76 3933.65
145 -10541.8 -3984.56 5115.51 -2903.06 9872.7 3780.19
146 -13615.4 -1754.98 5307.09 -1553.75 9853.62 4586.62
147 -15463.7 -192.407 5591.82 -549.243 9534.04 5325.64
148 -15935.1 484.206 5966.22 -258.115 9469.39 4697.02
149 -15324.8 400.3 6354.72 -1237.65 10008.7 1586.33
150 -13698 200.394 7206.19 -3359.09 10804.8 -3683.77
151 -11524.4 -127.354 8207.33 -5358.63 10880.8 -9060.84
152 -9788.89 -803.14 8729.12 -5667 9302.55 -12412.7
153 -9075.37 -1537.95 8426 -3399.56 5591.68 -13794.8
154 -8880.27 -1984.5 7705.11 1118.84 291.989 -15029.4
155 -8222.4 -2457.52 7039.81 6047.3 -4444.95 -16655.8
156 -6770.59 -3858.45 6327.62 9659.18 -6348.28 -16915.6
157 -5218.5 -6554.97 5334.33 11501.4 -5189.04 -14271
158 -3789.83 -9537.72 4156.29 11791.9 -2328.46 -8885.9
159 -2694.37 -11169.7 3283.46 11407.8 -353.537 -3031.22
160 -2324.09 -10732.7 2740.64 10350.5 -428.607 1825.07
161 -3071.53 -8605.39 2363.3 8090.21 -2010.54 5730.4
162 -4807.15 -5234.56 2025.12 4832.84 -4561.84 8391.73
163 -6765.68 -1421.1 1893.09 2041.44 -7159.71 9928.98
164 -8536.19 2292.32 2323.41 2651.27 -6385 11806.1
165 -10272.5 5633.1 3179.81 6981.2 -661.854 14374.1
166 -11883.8 6961.55 3251.31 10412.3 6019.46 12534
167 -13152.8 5494.05 1560.61 9518.07 9731.25 4333.27
168 -13917.9 3420.79 -697.75 5364.81 10651 -3981.93
169 -14394 2322.22 -2313.24 2019.47 11808.3 -5397.44
170 -14038 1384.63 -3318.85 235.264 12606.7 -1333.06
171 -12220.4 -369.331 -4054.66 -736.839 11044.7 4467.49
172 -9149.02 -2540.3 -4398.62 -1051.1 7097.09 10039.5
173 -6056.95 -3971.59 -4240.18 -871.121 3100.5 14105.8
174 -4728.68 -3815.34 -3879.33 -536.366 1915.84 15473.2
175 -5787.88 -2121.94 -3659 -321.894 4498.3 13840.6
176 -8266.57 21.7452 -3854.32 -337.835 9815.02 10341.2
177 -10250.8 1311.41 -4254.49 -277.383 15072.6 7020.37
178 -10302.2 870.48 -4555.41 -269.239 17298.2 5423.59
179 -8953.67 -849.711 -4678.94 -971.273 15488 6105.15
180 -7438.79 -2579.38 -4609.43 -3119.63 10577.7 9014.48
181 -6570.1 -3467.44 -4328 -6625.31 4708.01 13034.7
182 -6082.19 -4050.19 -3933.77 -9837.4 1006.31 14984.2
183 -5095.53 -5553.79 -3555.09 -11362.9 1351.55 11551.7
184 -2531.21 -7563.89 -2837.74 -12053.6 4046.67 3037.68
185 287.523 -8334.61 -1676.02 -13018.1 4926.29 -6373.48
186 554.233 -6868.54 -616.723 -13546.8 992.156 -12381.4
187 -2405.19 -4338.81 -257.537 -12246.3 -6385.04 -13413.7
188 -5821.34 -2393.47 85.6082 -8869.96 -10718.4 -10639.9
189 -6908.92 -2171.8 1117.71 -4761.79 -8236.33 -7186.88
190 -7172.4 -3151.2 2137.4 -1727.5 -4537.08 -5514.6
191 -9413.88 -3728.27 2459.91 -146.479 -5114.43 -6035.36
192 -12777.3 -3158.9 2637.4 560.807 -8476.17 -7689.11
193 -14670.3 -2348.24 3238.93 884.584 -10013.4 -9246.22
194 -14929.4 -1756.61 4140.4 567.415 -8485.19 -9591.23
195 -14603 -1081.34 4985.41 -882.327 -5221.76 -8223.43
196 -14208.7 -81.696 5727.52 -3149.47 -1808.37 -5210.84
197 -13643.4 1079.63 6374.95 -5326.49 516.54 -903.691
198 -12695.6 1729.19 6844.72 -6892.85 1269.21 4193.11
199 -11121.2 1426.43 6957.53 -8064.4 394.917 9016.9
200 -8872.29 429.379 6886.34 -8944.25 -2308.39 11533.8
201 -6063.76 -885.452 6983.69 -8880.05 -7448.96 9640.5
202 -2016.26 -3457.02 7158.14 -8306.45 -15646.7 4455.07
203 3278.13 -7598.45 7117.49 -8846.78 -25223.4 -1683.57
204 7256.19 -11130 6782.08 -11202.3 -29770.3 -8502.81
205 7216.92 -11650.2 6618.4 -13624.4 -26083.5 -15940.9
206 2093.35 -8230.24 6647.47 -13670.6 -19435.2 -22523.8
207 -5936.12 -2367.69 6635.62 -11386.5 -18206.9 -25586.4
208 -12989.4 3091.18 6299.63 -9363.64 -24856.4 -22563
209 -17207.7 6490.45 5331.2 -9543.42 -33316.7 -14904.2
210 -17877.3 6285.47 3794.49 -9990 -36926.6 -6765.9
211 -15676.8 2450.81 2040.74 -7879.55 -34129 -1643.91
212 -11817.6 -3140.84 552.052 -3337.9 -27788.3 -368.224
213 -6672.79 -9196.43 -348.048 1279.45 -21337.2 -795.451
214 -1373.93 -14467.7 -809.388 4450.62 -16910 -1669.62
215 2032.95 -17633 -1429.33 6125.79 -15558 -3320.13
216 2661.66 -18328.8 -2448.5 6777.68 -16350.6 -4897.28
217 1406.9 -17188.4 -3688.23 6878.69 -16103.8 -4898.76
218 -282.684 -15180.3 -4805.82 6614.16 -12673.5 -3111.03
219 -1868.96 -12970.3 -5651.88 6016.96 -7568.58 -972.334
220 -3495.91 -11233.5 -6519.69 4989.9 -3361.03 183.165
221 -5054.59 -10374.8 -7551.36 3524.58 -1008.97 -38.9928
222 -5858.21 -10458.9 -8337.35 1891.55 181.924 -1114.07
223 -5045.14 -11522.4 -8534.72 445.629 1733.49 -2083.28
224 -2142.79 -13850.5 -8182.65 -338.794 4838.47 -2237.74
225 2116.6 -16882.1 -7508.75 -480.481 8853.11 -1388.73
226 4603.08 -18621.4 -7203.06 -897.544 10400.3 -155.777
227 3049.29 -17514.3 -7722.78 -2417.95 7062.23 621.492
228 -1946.18 -13932.3 -8759.98 -4920.11 85.6675 824.208
229 -7126.44 -9856.72 -9558.85 -7313.36 -6320.09 746.063
230 -10378.1 -7091.99 -9743.42 -8449.37 -8460.8 763.367
231 -12070 -5670.49 -9744.29 -7960.25 -6459.5 821.941
232 -12967.4 -4944.29 -9511.34 -5876.47 -1863.98 1304.88
233 -13034.2 -4552.89 -9147.67 -2750.88 4267.34 2876.68
234 -11604.1 -4200.81 -8429.47 244.375 10991.8 5920.58
235 -7946.14 -3558.42 -6985.52 1326.15 16242.9 8909.09
236 -2603.43 -2388.71 -4745.78 -529.179 15850.7 9072.48
237 1181.51 -1458.5 -2797.53 -3798.01 9246.67 6897.01
238 -226.634 -1893.33 -2573.65 -5548.05 1273.05 6220.09
239 -5626.17 -3846.13 -3944.34 -4769.48 -4048.68 8050.44
240 -9918.52 -6151.2 -5023.66 -3884.04 -6768.99 9768.34
241 -9955.4 -8908.8 -5005.61 -5173.9 -9925.07 9329.69
242 -7559.86 -11907 -4361.05 -7607.35 -12195.3 7399.37
243 -5584.46 -14398.6 -3675.85 -9147.86 -10901.6 5762.5
244 -5400.44 -15610.2 -3109.92 -8869.51 -5399.21 5343.58
245 -7203.18 -15039.8 -2604.14 -6754.4 2722.3 6180.81
246 -10331.6 -12680.8 -2030.99 -3197.84 10184.8 7525.25
247 -14003.5 -8804.21 -1323.3 1287.51 13547 7823.19
248 -17871.5 -3711.09 -405.385 6126.48 11251.7 4967.05
249 -21111.2 1049.91 594.259 10082.1 4749.67 -162.614
250 -22449.9 3033.02 1492.86 11838.3 -2072.59 -3715.22
251 -21866.4 1666.83 1882.6 11283.4 -6023.77 -3392.25
252 -20735.9 -1239.29 1748.21 9484.94 -6417.83 -906.945
253 -19952.2 -4092.79 1203.75 7794.63 -3640.19 1945.2
254 -19211.6 -6466.86 657.427 7349.09 2055.7 5594.35
255 -18218.3 -8194.48 478.846 8470.04 9093.31 9590.78
256 -17249.5 -9012.43 419.525 9860.36 14865.9 12284.4
257 -17192.9 -8999.03 -3.60591 9723.44 17336.6 12135.1
258 -17854.6 -8165.19 -668.355 7411.57 16331.2 9037.42
259 -18600 -7184.82 -1084.03 3697.41 13160.6 4093.1
260 -18494.5 -7150.45 -1215.73 117.222 9638.55 -1224.9
261 -16934.3 -8795.7 -1067.16 -2238.36 7347.4 -6279.98
262 -13680.8 -12111.2 -697.859 -3042.06 7799.83 -10887.5
263 -9747.52 -15860.3 -217.016 -2562.63 10138.8 -14088
264 -7573.49 -18495.6 -613.831 -1388.67 10653.3 -14531.5
265 -8059.06 -19336.6 -2252.23 -257.431 7158.03 -11771
266 -9347.57 -19220.2 -4193.67 352.154 1298.07 -6779.03
267 -9561.99 -19174.4 -5483.87 417.892 -4148.39 -1397.92
268 -8963.28 -19229.6 -6319.36 271.668 -8021.5 2431.99
269 -8673.55 -18738.8 -6829.41 32.4455 -9812.91 3051.25
270 -9479.56 -16966.1 -7115.6 -370.012 -9420.76 -704.316
271 -11336.3 -13855.7 -7011.45 -415.365 -8105.79 -8158.77
272 -13294.5 -10220.1 -6548.65 1247.46 -8075.48 -16406.7
273 -14522.1 -7664.18 -6251.51 3974.44 -9559.84 -21172.7
274 -14384 -7342.5 -6526.64 6052.38 -11534.5 -19592.5
275 -13021.1 -9000.02 -7339.38 6452.58 -13038.3 -12675.8
276 -10708.4 -11452.8 -8108.86 5014.01 -12868.1 -2292.25
277 -7930.9 -12565.3 -8259.45 3614.41 -9830.17 9875.25
278 -6346.66 -11088.3 -8041.05 4114.62 -3717.57 18686.5
279 -6921 -8407.12 -8304.21 5044.19 4026.53 20359.8
280 -8524.47 -6800.13 -9051.9 4460.5 10571.8 16064.8
281 -9232.42 -7567.58 -9724.24 2867.92 13198.5 10617
282 -8183.24 -10731.6 -9970.92 1237.65 11377.1 7020.19
283 -5842.19 -15077.6 -9702.68 -323.741 7453 4235.57
284 -2787.41 -19359.3 -8863.26 -1038.14 5597.92 1261.61
285 221.319 -22573.3 -7648.02 -87.6488 7443.31 -1395.92
286 1556.94 -23525.2 -6407.35 1234.02 8474.43 -3593.41
287 -34.3335 -21260.4 -5366.39 893.458 3262.32 -5122.88
288 -3925.09 -16627.2 -4642.73 -1258.89 -7088.26 -6299.42
289 -8333.16 -12265.3 -4509.5 -3379.72 -16368.9 -8013.79
290 -12129.5 -10169.2 -5171.83 -4351.52 -20628.8 -10325.7
291 -14676.7 -9925.55 -6064.39 -3958.3 -19724.8 -12716
292 -15757.8 -10096.7 -6199.62 -2257.75 -15430 -13472.2
293 -16054.5 -9529.1 -5191.28 641.073 -8842.73 -10298.5
294 -16182.7 -7807.02 -3318.06 3481.3 -1328.53 -4802.78
295 -16933.1 -5771.17 -1919.84 3477.14 4128.74 -1905.23
296 -18127.7 -4837.19 -1824.59 -153.309 5511.78 -3466.69
297 -18920.2 -5713.17 -2592.96 -5870.54 2414.77 -8060.33
298 -18683.1 -7967.26 -3256.35 -10055.4 -3036.03 -11435.4
299 -17993.5 -10690.6 -3586.57 -10531.8 -8238.12 -10773.3
300 -17810.8 -12685.4 -3693.49 -8758.81 -12723.9 -8083.37
301 -18163.5 -13535.3 -3692.24 -6551.2 -16119.8 -5318.71
302 -18694.8 -13515 -3578.5 -4817.19 -17655.9 -2731.93
303 -19155.7 -12929 -3237.65 -3716.6 -17047.9 292.037
304 -19480.7 -12033.2 -2699.78 -2862.28 -14678.2 4247.13
305 -19651.2 -11205.6 -2060.1 -1414.48 -11073.3 9496.02
306 -19446.7 -10609.3 -1303.21 1467.33 -6845.34 16030.5
307 -18934.7 -10269.3 -627.315 5046.34 -3462.58 21161.3
308 -18717.4 -9945.66 -472.126 7391.75 -2479.73 20828.6
309 -19397.4 -9103.79 -934.306 7539.54 -3524.74 13654.1
310 -20682.4 -7441.89 -1651.62 5483.1 -5186.32 1560.95
311 -21498.9 -5889.18 -2318.96 2638.31 -5817.05 -9679.55
312 -21206.7 -5900.58 -3040.96 546.42 -4990.68 -14762.5
313 -19704.8 -7861.22 -4049.97 -599.68 -3816.15 -13206.2
314 -17688.9 -10508 -5062.41 -952.105 -2978.28 -8167.59
315 -15956.9 -12255.2 -5785.37 -718.435 -2386.05 -3492.2
316 -15307.2 -12308.4 -6243.4 223.171 -1645.37 -1940.77
317 -15390.1 -10999.2 -6555.46 1754.27 -252.239 -3662.79
318 -15023.1 -9914.92 -6866.81 3419.82 2576.51 -6526.49
319 -12859.3 -10879 -7215.62 4684.14 7374.08 -7659.05
320 -8610.76 -14329.7 -7557.51 5468.15 13368.5 -6231.24
321 -3222.36 -18831.3 -7582.09 6015.98 18434.7 -3889.14
322 1899.65 -22569.1 -6957.53 6165.84 19764.1 -2557.36
323 6129.32 -24698.2 -5749.96 5397.82 15466.5 -2580.71
324 9691.38 -25637.8 -4289.08 3166.59 5558.11 -2598.93
325 12967.7 -26355.9 -3111.03 -365.705 -7431.34 -1030.5
326 15645.7 -27227.5 -2663.6 -4135.09 -18877.6 1868.45
327 15857.6 -27138.6 -3246.68 -6290.36 -23570.9 4464.3
328 12084.4 -24938.6 -4892.81 -5494.47 -19043.8 5366.39
329 5272.19 -20801.9 -6957.31 -2175.91 -8489.56 4871.22
330 -1885.77 -16241.8 -8645.73 2099.44 2539.79 3942.85
331 -6933.3 -12889.7 -9508.77 5392.51 9489.46 3062.79
332 -10033.4 -10814.5 -9558.79 6666.07 12175.2 1773.8
333 -12719.2 -8909.48 -9107.37 6174.55 13216.3 -844.618
334 -15687.2 -6366.84 -8238.32 4288.16 14320.2 -4362.8
335 -17969.9 -3848.98 -7175.08 1451.26 15531.5 -6704.09
336 -19006.9 -2526.33 -6377.9 -1965.38 16577.6 -6485.63
337 -18620.1 -2621.95 -5887.06 -5427.49 17549.5 -4046.4
338 -17029.8 -4000.11 -5602.53 -8122.29 18361.8 -905.623
339 -15561.3 -5536.54 -5296.09 -9276.86 18621.5 760.721
340 -15271.7 -6592.9 -5079.07 -8562.97 17672.8 453.529
341 -15768.9 -7634.38 -5048.53 -6302.44 15160.4 -99.2413
342 -16073.5 -8994.79 -4963.71 -3348.36 11597.3 210.003
343 -15971 -10336.5 -4666.95 -729.675 7860.73 1046.81
344 -15796.1 -11141.1 -4068.92 831.206 4384.39 1504.54
345 -15856.2 -11073.3 -3244.1 1240.18 1347 1170.06
346 -16189.5 -10363.8 -2144.68 894.316 -1058 278.841
347 -16431.9 -9430.35 -776.777 388.521 -2333.47 -377.855
348 -16227.8 -8879.24 744.702 419.128 -1689.8 69.6678
349 -15205.2 -8823.47 2430.93 1147.01 1399.42 2070.68
350 -13495.3 -9205.68 4181.07 2083.01 6411.9 5507.77
351 -11503.8 -9847.75 5683.4 2318.14 11649.8 9573.64
352 -9456.39 -10803.2 6707.91 980.498 15542.9 13865.5
353 -7089.28 -11795.9 7671.54 -1877.69 17967.5 18877.4
354 -5119.55 -11615.9 8825.27 -4778.46 18961.7 24704.4
355 -4934.34 -9454.34 9992.87 -5538.69 18909.9 28813
356 -7003.59 -6605.66 10414.7 -2875.42 18661.4 27027
357 -10671.2 -4199.21 9852.28 1991.07 17839.6 17931.7
358 -14122.5 -2446.31 8782.59 6145.75 15795.2 4894.96
359 -14967.1 -2015.66 7770.61 7440.1 13620.8 -6888.85
360 -12672 -3588.33 6729.57 6030.36 12293.3 -13989.1
361 -8084.34 -7097.88 5504.02 3163.07 11456.3 -15490
362 -2770.8 -11717.3 4049.42 -98.1191 9397.16 -12837.1
363 657.025 -15220.9 2529.7 -3000.91 4705.99 -8727.02
364 169.128 -15986.3 939.888 -4646.56 -1571.23 -5522.91
365 -4018.11 -14343.4 -832.618 -4490.83 -7009.92 -4214.75
366 -9566.3 -11519.7 -2677.9 -2666.03 -9544.74 -4674.73
367 -13555.1 -9142.41 -4205.55 112.116 -9075.73 -5984.88
368 -14960.4 -8319.67 -5541.52 2704.49 -7932.57 -7383.49
369 -14303.1 -8782.73 -6697.96 4446.54 -7562.26 -8271.38
370 -12823.2 -9895 -7738.68 5244.58 -8050.22 -8250.36
371 -11238 -10805.2 -8681.03 4999.48 -9232.6 -6990.83
372 -9971.26 -10983.9 -9348.91 3526.36 -11459.1 -3980.36
373 -9188.94 -10105 -9718.4 533.838 -15035.6 1048.22
374 -8507.15 -8450.96 -9753.15 -3467.22 -19635.6 7124.71
375 -7713.38 -6976.57 -9711 -7010.51 -23606.8 11625.5
376 -7068.54 -6094.76 -9589.55 -8892.53 -25539.7 12602.6
377 -7490.69 -4665.66 -9269.52 -9741.39 -25960.5 11073
378 -9706.58 -845.53 -8420.27 -11312.2 -25944.4 9112.34
379 -13039.6 4549.33 -7461.8 -13441.5 -24193.5 5114.12
380 -15784.4 8541.35 -7312.96 -14061.5 -18445.1 -3700.6
381 -15904.8 8535.62 -7810.52 -12192.2 -9968.69 -13936.6
382 -12437.2 3786.04 -8273.38 -8633.21 -1805.34 -18908.2
383 -6069 -4113.37 -8195.08 -4514.08 4820.56 -17205.6
384 174.968 -11401.7 -7566.41 -832.935 9271.82 -13125.6
385 3084.6 -15106.4 -7006.71 1932.38 10259.1 -10225.8
386 1890.07 -14977.8 -6749.89 4293.32 7301.63 -8346.95
387 -1824.93 -12316.9 -6554.34 6994.85 2179.15 -6021.03
388 -4977.46 -9420.16 -5932.45 9925.12 -1545.32 -2877.44
389 -5585.56 -8363.17 -4918.92 11962.3 -2289.76 422.993
390 -3524.4 -9388.11 -3638.62 11512.8 -2471.29 3799.38
391 538.635 -11213.6 -2028.8 7085.87 -6803.98 8740.05
392 6186.67 -12302 578.925 -292.911 -17126.1 15722.5
393 11267 -12296.1 3810.27 -4432.74 -26378.2 20185.7
394 11454 -10583.6 6436 -858.17 -26418 18186.5
